video_title,show_title,season_title,category,country_name,lifetime_duration,highest_rank
Never Have I Ever: Season 2,Never Have I Ever,Never Have I Ever: Season 2,TV,Brazil,3,3
Never Have I Ever: Season 2,Never Have I Ever,Never Have I Ever: Season 2,TV,France,4,3
Never Have I Ever: Season 2,Never Have I Ever,Never Have I Ever: Season 2,TV,Mexico,2,7
Never Have I Ever: Season 2,Never Have I Ever,Never Have I Ever: Season 2,TV,United Kingdom,3,1
Never Have I Ever: Season 2,Never Have I Ever,Never Have I Ever: Season 2,TV,United States,2,3
"Nevertheless,: Season 1","Nevertheless,","Nevertheless,: Season 1",TV,Japan,13,1
"Nevertheless,: Season 1","Nevertheless,","Nevertheless,: Season 1",TV,Mexico,2,7
New Amsterdam: Season 1,New Amsterdam,New Amsterdam: Season 1,TV,France,9,1
New Amsterdam: Season 2,New Amsterdam,New Amsterdam: Season 2,TV,France,7,3
"Newly Rich, Newly Poor: Season 1","Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",TV,Mexico,12,1
"Newly Rich, Newly Poor: Season 1","Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",TV,United States,1,7
Neymar: The Perfect Chaos: Limited Series,Neymar: The Perfect Chaos,Neymar: The Perfect Chaos: Limited Series,TV,Brazil,1,1
Neymar: The Perfect Chaos: Limited Series,Neymar: The Perfect Chaos,Neymar: The Perfect Chaos: Limited Series,TV,France,1,5
Night School,Night School,N/A,Films,Brazil,1,10
Night Teeth,Night Teeth,N/A,Films,Brazil,2,1
Night Teeth,Night Teeth,N/A,Films,France,2,3
Night Teeth,Night Teeth,N/A,Films,Japan,2,4
Night Teeth,Night Teeth,N/A,Films,Mexico,2,1
Night Teeth,Night Teeth,N/A,Films,United Kingdom,2,2
Night Teeth,Night Teeth,N/A,Films,United States,2,1
Nightbooks,Nightbooks,N/A,Films,France,1,8
Nightbooks,Nightbooks,N/A,Films,Japan,1,7
Nightbooks,Nightbooks,N/A,Films,Mexico,1,8
Nightbooks,Nightbooks,N/A,Films,United Kingdom,1,7
Nightbooks,Nightbooks,N/A,Films,United States,1,5
No One Gets Out Alive,No One Gets Out Alive,N/A,Films,Brazil,1,4
No One Gets Out Alive,No One Gets Out Alive,N/A,Films,France,1,5
No One Gets Out Alive,No One Gets Out Alive,N/A,Films,Japan,1,10
No One Gets Out Alive,No One Gets Out Alive,N/A,Films,Mexico,1,4
No One Gets Out Alive,No One Gets Out Alive,N/A,Films,United States,1,6
No Reservations,No Reservations,N/A,Films,Mexico,1,10
Noah,Noah,N/A,Films,Brazil,1,7
Noah,Noah,N/A,Films,France,1,9
Nobody Sleeps in the Woods Tonight 2,Nobody Sleeps in the Woods Tonight 2,N/A,Films,Brazil,1,9
Nobody Sleeps in the Woods Tonight 2,Nobody Sleeps in the Woods Tonight 2,N/A,Films,France,1,9
Non-Stop,Non-Stop,N/A,Films,Brazil,1,10
Non-Stop,Non-Stop,N/A,Films,Mexico,2,4
O Candidato Honesto 2,O Candidato Honesto 2,N/A,Films,Brazil,1,6
Oblivion,Oblivion,N/A,Films,Japan,1,8
Ocean's 8,Ocean's 8,N/A,Films,France,1,6
Ocean's 8,Ocean's 8,N/A,Films,Japan,2,8
Office Christmas Party,Office Christmas Party,N/A,Films,United Kingdom,2,6
Old School,Old School,N/A,Films,United States,1,10
Oldboy,Oldboy,N/A,Films,United States,2,10
On My Block: Season 4,On My Block,On My Block: Season 4,TV,France,1,5
On My Block: Season 4,On My Block,On My Block: Season 4,TV,Mexico,1,9
On My Block: Season 4,On My Block,On My Block: Season 4,TV,United Kingdom,1,4
On My Block: Season 4,On My Block,On My Block: Season 4,TV,United States,2,3
Once Upon a Time in Hollywood,Once Upon a Time in Hollywood,N/A,Films,Mexico,1,9
Once Upon a Time in Hollywood,Once Upon a Time in Hollywood,N/A,Films,United Kingdom,2,1
One for the Money,One for the Money,N/A,Films,United Kingdom,1,8
One in a Hundred Thousand,One in a Hundred Thousand,N/A,Films,Japan,1,2
One Night,One Night,N/A,Films,Japan,1,4
One of Us Is Lying: Season 1,One of Us Is Lying,One of Us Is Lying: Season 1,TV,Brazil,3,4
One of Us Is Lying: Season 1,One of Us Is Lying,One of Us Is Lying: Season 1,TV,France,5,3
One of Us Is Lying: Season 1,One of Us Is Lying,One of Us Is Lying: Season 1,TV,Mexico,1,8
One of Us Is Lying: Season 1,One of Us Is Lying,One of Us Is Lying: Season 1,TV,United Kingdom,3,3
One Outs: season 1,One Outs,One Outs: season 1,TV,Japan,1,6
One Piece Film: Strong World,One Piece Film: Strong World,N/A,Films,Brazil,1,8
ONE PIECE: Sky Island: Skypiea,ONE PIECE,ONE PIECE: Sky Island: Skypiea,TV,Brazil,1,7
ONE PIECE: Wano Country (Ep.892 - Ep.1000),ONE PIECE,ONE PIECE: Wano Country (Ep.892 - Ep.1000),TV,Japan,6,1
One-Punch Man: Season 2,One-Punch Man,One-Punch Man: Season 2,TV,Brazil,2,9
One-Punch Man: Season 2,One-Punch Man,One-Punch Man: Season 2,TV,Mexico,1,8
Only Mine,Only Mine,N/A,Films,Brazil,1,7
Only Mine,Only Mine,N/A,Films,Mexico,2,5
Open Your Eyes: Season 1,Open Your Eyes,Open Your Eyes: Season 1,TV,Brazil,1,7
Operation Mincemeat,Operation Mincemeat,N/A,Films,Brazil,1,6
Operation Mincemeat,Operation Mincemeat,N/A,Films,Mexico,1,7
Operation Mincemeat,Operation Mincemeat,N/A,Films,United States,2,3
Ouija: Origin of Evil,Ouija: Origin of Evil,N/A,Films,United States,1,10
Our Beloved Summer: Season 1,Our Beloved Summer,Our Beloved Summer: Season 1,TV,Japan,11,2
Our Blues: Season 1,Our Blues,Our Blues: Season 1,TV,Japan,9,3
Our Father,Our Father,N/A,Films,United Kingdom,3,2
Our Father,Our Father,N/A,Films,United States,3,2
Our Great National Parks: Limited Series,Our Great National Parks,Our Great National Parks: Limited Series,TV,United States,1,6
Out of Death,Out of Death,N/A,Films,United Kingdom,1,9
Out of my league,Out of my league,N/A,Films,Brazil,2,8
Outer Banks: Season 1,Outer Banks,Outer Banks: Season 1,TV,Brazil,2,6
Outer Banks: Season 1,Outer Banks,Outer Banks: Season 1,TV,France,5,2
Outer Banks: Season 1,Outer Banks,Outer Banks: Season 1,TV,United Kingdom,5,2
Outer Banks: Season 1,Outer Banks,Outer Banks: Season 1,TV,United States,4,3
Outer Banks: Season 2,Outer Banks,Outer Banks: Season 2,TV,Brazil,5,2
Outer Banks: Season 2,Outer Banks,Outer Banks: Season 2,TV,France,6,1
Outer Banks: Season 2,Outer Banks,Outer Banks: Season 2,TV,United Kingdom,5,1
Outer Banks: Season 2,Outer Banks,Outer Banks: Season 2,TV,United States,5,1
Outlander: Season 5,Outlander,Outlander: Season 5,TV,United States,2,8
Outlander: Season 6,Outlander,Outlander: Season 6,TV,France,6,5
Outlaws,Outlaws,N/A,Films,France,1,7
Overlord,Overlord,N/A,Films,Japan,1,7
Ozark: Season 1,Ozark,Ozark: Season 1,TV,France,2,6
Ozark: Season 1,Ozark,Ozark: Season 1,TV,United Kingdom,4,6
Ozark: Season 1,Ozark,Ozark: Season 1,TV,United States,4,3
Ozark: Season 2,Ozark,Ozark: Season 2,TV,United Kingdom,1,10
Ozark: Season 2,Ozark,Ozark: Season 2,TV,United States,2,7
Ozark: Season 3,Ozark,Ozark: Season 3,TV,United States,3,6
Ozark: Season 4,Ozark,Ozark: Season 4,TV,Brazil,1,5
Ozark: Season 4,Ozark,Ozark: Season 4,TV,France,6,2
Ozark: Season 4,Ozark,Ozark: Season 4,TV,Mexico,2,5
Ozark: Season 4,Ozark,Ozark: Season 4,TV,United Kingdom,12,1
Ozark: Season 4,Ozark,Ozark: Season 4,TV,United States,14,1
Pacific Rim,Pacific Rim,N/A,Films,Brazil,1,9
Pacific Rim,Pacific Rim,N/A,Films,Mexico,2,3
Paddington,Paddington,N/A,Films,United Kingdom,1,6
Paddington 2,Paddington 2,N/A,Films,United Kingdom,3,4
Pain & Gain,Pain & Gain,N/A,Films,United Kingdom,1,7
Papillon,Papillon,N/A,Films,United Kingdom,2,4
Paradise Beach,Paradise Beach,N/A,Films,France,1,3
Parallel Mothers,Parallel Mothers,N/A,Films,Brazil,2,9
Parallel Mothers,Parallel Mothers,N/A,Films,Mexico,1,7
Parallel Roads,Parallel Roads,N/A,Films,Mexico,1,6
Parasite in Love,Parasite in Love,N/A,Films,Japan,1,10
Parasyte: The Maxim: Season 1,Parasyte: The Maxim,Parasyte: The Maxim: Season 1,TV,Japan,2,4
Passing,Passing,N/A,Films,United States,1,5
Patriots Day,Patriots Day,N/A,Films,United Kingdom,1,10
PAW Patrol: Season 3,PAW Patrol,PAW Patrol: Season 3,TV,France,1,10
PAW Patrol: Season 4,PAW Patrol,PAW Patrol: Season 4,TV,Brazil,2,6
PAW Patrol: Season 4,PAW Patrol,PAW Patrol: Season 4,TV,United Kingdom,6,6
PAW Patrol: Season 5,PAW Patrol,PAW Patrol: Season 5,TV,France,5,9
PAW Patrol: Season 6,PAW Patrol,PAW Patrol: Season 6,TV,Brazil,10,5
PAW Patrol: Season 6,PAW Patrol,PAW Patrol: Season 6,TV,Mexico,16,7
PAW Patrol: Season 6,PAW Patrol,PAW Patrol: Season 6,TV,United Kingdom,9,5
Paw Patrol: The Movie,Paw Patrol: The Movie,N/A,Films,Japan,4,1
Peaky Blinders: Season 1,Peaky Blinders,Peaky Blinders: Season 1,TV,France,1,10
Peaky Blinders: Season 1,Peaky Blinders,Peaky Blinders: Season 1,TV,United Kingdom,1,10
Peaky Blinders: Season 6,Peaky Blinders,Peaky Blinders: Season 6,TV,Brazil,3,1
Peaky Blinders: Season 6,Peaky Blinders,Peaky Blinders: Season 6,TV,France,4,2
Peaky Blinders: Season 6,Peaky Blinders,Peaky Blinders: Season 6,TV,Mexico,3,5
Peaky Blinders: Season 6,Peaky Blinders,Peaky Blinders: Season 6,TV,United States,2,7
Pedal to Metal: Season 1,Pedal to Metal,Pedal to Metal: Season 1,TV,Mexico,3,3
Penguin Bloom,Penguin Bloom,N/A,Films,Mexico,1,1
Peninsula,Peninsula,N/A,Films,Japan,3,1
Peppa Pig: Season 6,Peppa Pig,Peppa Pig: Season 6,TV,United Kingdom,3,4
Peppermint,Peppermint,N/A,Films,Japan,1,5
Peter Rabbit,Peter Rabbit,N/A,Films,France,3,4
Peter Rabbit,Peter Rabbit,N/A,Films,Mexico,1,7
Peter Rabbit 2,Peter Rabbit 2,N/A,Films,United States,2,5
Photocopier,Photocopier,N/A,Films,Brazil,2,5
PIECES OF HER: Season 1,PIECES OF HER,PIECES OF HER: Season 1,TV,Brazil,3,1
PIECES OF HER: Season 1,PIECES OF HER,PIECES OF HER: Season 1,TV,France,4,1
PIECES OF HER: Season 1,PIECES OF HER,PIECES OF HER: Season 1,TV,Mexico,3,2
PIECES OF HER: Season 1,PIECES OF HER,PIECES OF HER: Season 1,TV,United Kingdom,7,1
PIECES OF HER: Season 1,PIECES OF HER,PIECES OF HER: Season 1,TV,United States,5,1
Piranha,Piranha,N/A,Films,United Kingdom,1,6
Playing with Fire,Playing with Fire,N/A,Films,Brazil,1,4
Playing with Fire,Playing with Fire,N/A,Films,Mexico,1,1
Pokémon Detective Pikachu,Pokémon Detective Pikachu,N/A,Films,France,2,3
Pokémon Detective Pikachu,Pokémon Detective Pikachu,N/A,Films,United Kingdom,1,2
Pokémon Journeys: The Series: Season 1,Pokémon Journeys: The Series,Pokémon Journeys: The Series: Season 1,TV,Brazil,3,5
Pokémon Journeys: The Series: Season 1,Pokémon Journeys: The Series,Pokémon Journeys: The Series: Season 1,TV,France,3,6
Pokémon Journeys: The Series: Season 1,Pokémon Journeys: The Series,Pokémon Journeys: The Series: Season 1,TV,Mexico,2,8
Pokémon Journeys: The Series: Season 1,Pokémon Journeys: The Series,Pokémon Journeys: The Series: Season 1,TV,United Kingdom,2,6
Pokémon the Movie: Secrets of the Jungle,Pokémon the Movie: Secrets of the Jungle,N/A,Films,France,1,8
Poms,Poms,N/A,Films,United States,1,9
Prayers for the Stolen,Prayers for the Stolen,N/A,Films,Mexico,1,3
Precious Cargo,Precious Cargo,N/A,Films,Brazil,1,9
Precious Cargo,Precious Cargo,N/A,Films,Mexico,1,8
Pretty Guardian Sailor Moon Eternal The Movie,Pretty Guardian Sailor Moon Eternal The Movie,Pretty Guardian Sailor Moon Eternal The Movie: Part 1 / Part 2,Films,Japan,1,9
Pretty Little Liars: Season 1,Pretty Little Liars,Pretty Little Liars: Season 1,TV,United Kingdom,2,6
Prey,Prey,N/A,Films,Brazil,1,3
Prey,Prey,N/A,Films,France,2,5
Prey,Prey,N/A,Films,Mexico,1,8
Prey,Prey,N/A,Films,United States,1,4
Princess Sarah: Season 1,Princess Sarah,Princess Sarah: Season 1,TV,France,2,7
Problemos,Problemos,N/A,Films,France,2,5
Public Enemies,Public Enemies,N/A,Films,Brazil,1,9
Queen of the South: Season 1,Queen of the South,Queen of the South: Season 1,TV,France,1,9
Queen of the South: Season 5,Queen of the South,Queen of the South: Season 5,TV,France,3,2
Queen of the South: Season 5,Queen of the South,Queen of the South: Season 5,TV,United Kingdom,2,6
Queen of the South: Season 5,Queen of the South,Queen of the South: Season 5,TV,United States,3,5
Queer Eye: Season 6,Queer Eye,Queer Eye: Season 6,TV,United Kingdom,1,6
Queer Eye: Season 6,Queer Eye,Queer Eye: Season 6,TV,United States,3,4
R.I.P.D.,R.I.P.D.,N/A,Films,Japan,1,3
Raising Dion: Season 1,Raising Dion,Raising Dion: Season 1,TV,France,4,5
Raising Dion: Season 1,Raising Dion,Raising Dion: Season 1,TV,United Kingdom,2,10
Raising Dion: Season 1,Raising Dion,Raising Dion: Season 1,TV,United States,2,7
Raising Dion: Season 2,Raising Dion,Raising Dion: Season 2,TV,Brazil,1,8
Raising Dion: Season 2,Raising Dion,Raising Dion: Season 2,TV,France,4,2
Raising Dion: Season 2,Raising Dion,Raising Dion: Season 2,TV,Mexico,2,8
Raising Dion: Season 2,Raising Dion,Raising Dion: Season 2,TV,United Kingdom,3,5
Raising Dion: Season 2,Raising Dion,Raising Dion: Season 2,TV,United States,3,5
Rambo,Rambo,N/A,Films,United States,1,10
Rambo: Last Blood,Rambo: Last Blood,N/A,Films,Brazil,2,2
Rambo: Last Blood,Rambo: Last Blood,N/A,Films,United States,1,3
Rampage,Rampage,N/A,Films,France,3,2
Ransom,Ransom,N/A,Films,United Kingdom,1,8
Ready Player One,Ready Player One,N/A,Films,Japan,2,3
Reasonable Doubt: A Tale of Two Kidnappings: Limited Series,Reasonable Doubt: A Tale of Two Kidnappings,Reasonable Doubt: A Tale of Two Kidnappings: Limited Series,TV,Mexico,1,5
Rebelde: Season 1,Rebelde,Rebelde: Season 1,TV,Brazil,3,2
Rebelde: Season 1,Rebelde,Rebelde: Season 1,TV,Mexico,3,3
Record of Ragnarok: Season 1,Record of Ragnarok,Record of Ragnarok: Season 1,TV,Japan,1,6
RED 2,RED 2,N/A,Films,Brazil,1,8
Red Notice,Red Notice,N/A,Films,Brazil,6,1
Red Notice,Red Notice,N/A,Films,France,5,1
Red Notice,Red Notice,N/A,Films,Japan,7,1
Red Notice,Red Notice,N/A,Films,Mexico,4,1
Red Notice,Red Notice,N/A,Films,United Kingdom,6,1
Red Notice,Red Notice,N/A,Films,United States,8,1
Red Riding Hood,Red Riding Hood,N/A,Films,Brazil,1,8
Redemption,Redemption,N/A,Films,Brazil,2,3
Redemption,Redemption,N/A,Films,Mexico,1,3
Redemption Day,Redemption Day,N/A,Films,Brazil,2,2
Redemption Day,Redemption Day,N/A,Films,Mexico,1,3
Reminiscence,Reminiscence,N/A,Films,Japan,1,4
Replicas,Replicas,N/A,Films,United States,1,6
Reprisal,Reprisal,N/A,Films,United States,1,8
Rescued by Ruby,Rescued by Ruby,N/A,Films,Brazil,2,5
Rescued by Ruby,Rescued by Ruby,N/A,Films,France,2,3
Rescued by Ruby,Rescued by Ruby,N/A,Films,Japan,2,6
Rescued by Ruby,Rescued by Ruby,N/A,Films,Mexico,2,9
Rescued by Ruby,Rescued by Ruby,N/A,Films,United Kingdom,2,5
Rescued by Ruby,Rescued by Ruby,N/A,Films,United States,2,4
RESIDENT EVIL: Infinite Darkness: Season 1,RESIDENT EVIL: Infinite Darkness,RESIDENT EVIL: Infinite Darkness: Season 1,TV,Japan,1,10
Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,N/A,Films,Japan,1,5
Resort to Love,Resort to Love,N/A,Films,Brazil,3,2
Resort to Love,Resort to Love,N/A,Films,France,2,3
Resort to Love,Resort to Love,N/A,Films,Mexico,2,2
Resort to Love,Resort to Love,N/A,Films,United Kingdom,2,4
Resort to Love,Resort to Love,N/A,Films,United States,2,2
Restless,Restless,N/A,Films,Brazil,3,1
Restless,Restless,N/A,Films,France,5,1
Restless,Restless,N/A,Films,Mexico,2,5
Restless,Restless,N/A,Films,United Kingdom,1,10
Restless,Restless,N/A,Films,United States,2,8
Retfærdighedens ryttere,Retfærdighedens ryttere,N/A,Films,Mexico,1,6
Rettou Seiha (Tentative): Season 1,Rettou Seiha (Tentative),Rettou Seiha (Tentative): Season 1,TV,Japan,1,10
Return to Space,Return to Space,N/A,Films,United Kingdom,1,8
Rhythm + Flow France: Season 1,Rhythm + Flow France,Rhythm + Flow France: Season 1,TV,France,4,1
Richie Rich,Richie Rich,N/A,Films,France,1,10
Rick and Morty: Season 5,Rick and Morty,Rick and Morty: Season 5,TV,United Kingdom,2,4
Ricky Gervais: SuperNature,Ricky Gervais: SuperNature,N/A,TV,United Kingdom,2,3
Ride Along 2,Ride Along 2,N/A,Films,Brazil,1,7
Ride Along 2,Ride Along 2,N/A,Films,France,1,7
Rise of the Footsoldier 3: The Pat Tate Story,Rise of the Footsoldier 3: The Pat Tate Story,N/A,Films,United Kingdom,1,10
Rise of the Footsoldier: Marbella,Rise of the Footsoldier: Marbella,N/A,Films,United Kingdom,1,7
Rise of the Guardians,Rise of the Guardians,N/A,Films,France,1,9
Rise of the Guardians,Rise of the Guardians,N/A,Films,Mexico,1,9
Rise of the Guardians,Rise of the Guardians,N/A,Films,United States,1,9
Risen,Risen,N/A,Films,Mexico,1,7
Riverdale: Season 5,Riverdale,Riverdale: Season 5,TV,Brazil,2,5
Riverdale: Season 5,Riverdale,Riverdale: Season 5,TV,Mexico,3,4
Riverdale: Season 5,Riverdale,Riverdale: Season 5,TV,United States,3,5
Riverdance: The Animated Adventure,Riverdance: The Animated Adventure,N/A,Films,Brazil,2,6
Riverdance: The Animated Adventure,Riverdance: The Animated Adventure,N/A,Films,France,2,4
Riverdance: The Animated Adventure,Riverdance: The Animated Adventure,N/A,Films,Mexico,1,10
Riverdance: The Animated Adventure,Riverdance: The Animated Adventure,N/A,Films,United States,1,7
Robin Hood: Prince of Thieves,Robin Hood: Prince of Thieves,N/A,Films,Brazil,1,8
Romeo Must Die,Romeo Must Die,N/A,Films,Japan,1,9
Room,Room,N/A,Films,France,2,6
RRR (Hindi),RRR (Hindi),N/A,Films,Brazil,2,7
RRR (Hindi),RRR (Hindi),N/A,Films,Mexico,1,6
RRR (Hindi),RRR (Hindi),N/A,Films,United Kingdom,1,10
RRR (Hindi),RRR (Hindi),N/A,Films,United States,2,9
Rurouni Kenshin: Origins,Rurouni Kenshin: Origins,N/A,Films,Japan,1,10
Rurouni Kenshin: The Beginning,Rurouni Kenshin: The Beginning,N/A,Films,Brazil,2,9
Rurouni Kenshin: The Beginning,Rurouni Kenshin: The Beginning,N/A,Films,France,2,5
Rurouni Kenshin: The Beginning,Rurouni Kenshin: The Beginning,N/A,Films,Japan,6,1
Rurouni Kenshin: The Beginning,Rurouni Kenshin: The Beginning,N/A,Films,United States,1,8
Rurouni Kenshin: The Final,Rurouni Kenshin: The Final,N/A,Films,Japan,8,1
Rush Hour,Rush Hour,N/A,Films,United Kingdom,2,2
Russell Howard: Lubricant: Limited Series,Russell Howard: Lubricant,Russell Howard: Lubricant: Limited Series,TV,United Kingdom,1,8
Rust Creek,Rust Creek,N/A,Films,Mexico,2,8
Rust Creek,Rust Creek,N/A,Films,United Kingdom,1,8
S.W.A.T.: Firefight,S.W.A.T.: Firefight,N/A,Films,Brazil,1,10
S.W.A.T.: Firefight,S.W.A.T.: Firefight,N/A,Films,Mexico,1,8
S.W.A.T.: Season 1,S.W.A.T.,S.W.A.T.: Season 1,TV,France,4,7
S.W.A.T.: Season 2,S.W.A.T.,S.W.A.T.: Season 2,TV,France,1,9
S.W.A.T.: Season 3,S.W.A.T.,S.W.A.T.: Season 3,TV,United Kingdom,2,6
Safe House,Safe House,N/A,Films,United States,2,2
Safe: Season 1,Safe,Safe: Season 1,TV,United Kingdom,1,6
Same Kind of Different as Me,Same Kind of Different as Me,N/A,Films,Brazil,2,4
SAS: Rise of the Black Swan,SAS: Rise of the Black Swan,N/A,Films,Brazil,3,1
SAS: Rise of the Black Swan,SAS: Rise of the Black Swan,N/A,Films,France,3,2
SAS: Rise of the Black Swan,SAS: Rise of the Black Swan,N/A,Films,Japan,3,1
SAS: Rise of the Black Swan,SAS: Rise of the Black Swan,N/A,Films,Mexico,2,3
SAS: Rise of the Black Swan,SAS: Rise of the Black Swan,N/A,Films,United States,2,2
Savage Beauty: Season 1,Savage Beauty,Savage Beauty: Season 1,TV,France,2,8
Save the Last Dance,Save the Last Dance,N/A,Films,United Kingdom,1,4
Scary Movie,Scary Movie,N/A,Films,United Kingdom,1,9
Scary Movie 4,Scary Movie 4,N/A,Films,United States,1,9
School of Chocolate: Season 1,School of Chocolate,School of Chocolate: Season 1,TV,United States,1,6
School of Rock,School of Rock,N/A,Films,United States,2,6
Schumacher,Schumacher,N/A,Films,France,2,4
Schumacher,Schumacher,N/A,Films,United Kingdom,2,2
Seal Team,Seal Team,N/A,Films,Brazil,1,7
Seal Team,Seal Team,N/A,Films,Mexico,1,9
Search WWW,Search WWW,N/A,TV,Japan,2,9
Secret Garden: Season 1,Secret Garden,Secret Garden: Season 1,TV,Japan,2,4
Secret in Their Eyes,Secret in Their Eyes,N/A,Films,France,2,5
Security,Security,N/A,Films,Brazil,1,7
Security,Security,N/A,Films,France,1,5
Security,Security,N/A,Films,Japan,1,10
Security,Security,N/A,Films,United Kingdom,1,7
See for Me,See for Me,N/A,Films,United Kingdom,1,7
Seiji Oda,Seiji Oda,Seiji Oda: Season 1,Films,Japan,1,3
Seized,Seized,N/A,Films,United States,1,8
Sekigahara,Sekigahara,N/A,Films,Japan,1,7
Selling Sunset: Season 4,Selling Sunset,Selling Sunset: Season 4,TV,United Kingdom,4,1
Selling Sunset: Season 4,Selling Sunset,Selling Sunset: Season 4,TV,United States,3,4
Selling Sunset: Season 5,Selling Sunset,Selling Sunset: Season 5,TV,United Kingdom,4,1
Selling Sunset: Season 5,Selling Sunset,Selling Sunset: Season 5,TV,United States,4,2
Selling Tampa: Season 1,Selling Tampa,Selling Tampa: Season 1,TV,United Kingdom,2,7
Selling Tampa: Season 1,Selling Tampa,Selling Tampa: Season 1,TV,United States,2,4
Senior Year,Senior Year,N/A,Films,Brazil,4,1
Senior Year,Senior Year,N/A,Films,France,4,1
Senior Year,Senior Year,N/A,Films,Japan,3,1
Senior Year,Senior Year,N/A,Films,Mexico,4,1
Senior Year,Senior Year,N/A,Films,United Kingdom,4,1
Senior Year,Senior Year,N/A,Films,United States,4,1
Señora Acero: Season 1,Señora Acero,Señora Acero: Season 1,TV,Mexico,2,10
Señora Acero: Season 2,Señora Acero,Señora Acero: Season 2,TV,Mexico,1,9
Señora Acero: Season 3,Señora Acero,Señora Acero: Season 3,TV,Mexico,3,8
Seventh Son,Seventh Son,N/A,Films,France,2,6
Seventh Son,Seventh Son,N/A,Films,Japan,2,5
Sex Education: Season 1,Sex Education,Sex Education: Season 1,TV,Brazil,1,9
Sex Education: Season 1,Sex Education,Sex Education: Season 1,TV,France,1,8
Sex Education: Season 1,Sex Education,Sex Education: Season 1,TV,Mexico,1,6
Sex Education: Season 1,Sex Education,Sex Education: Season 1,TV,United Kingdom,3,3
Sex Education: Season 2,Sex Education,Sex Education: Season 2,TV,France,1,9
Sex Education: Season 2,Sex Education,Sex Education: Season 2,TV,Mexico,1,9
Sex Education: Season 2,Sex Education,Sex Education: Season 2,TV,United Kingdom,3,5
Sex Education: Season 3,Sex Education,Sex Education: Season 3,TV,Brazil,4,2
Sex Education: Season 3,Sex Education,Sex Education: Season 3,TV,France,5,1
Sex Education: Season 3,Sex Education,Sex Education: Season 3,TV,Japan,1,6
Sex Education: Season 3,Sex Education,Sex Education: Season 3,TV,Mexico,5,1
Sex Education: Season 3,Sex Education,Sex Education: Season 3,TV,United Kingdom,6,1
Sex Education: Season 3,Sex Education,Sex Education: Season 3,TV,United States,3,2
Sex/Life: Season 1,Sex/Life,Sex/Life: Season 1,TV,Brazil,4,1
Sex/Life: Season 1,Sex/Life,Sex/Life: Season 1,TV,France,6,2
Sex/Life: Season 1,Sex/Life,Sex/Life: Season 1,TV,Mexico,3,5
Sex/Life: Season 1,Sex/Life,Sex/Life: Season 1,TV,United Kingdom,7,1
Sex/Life: Season 1,Sex/Life,Sex/Life: Season 1,TV,United States,4,3
SHAMAN KING: Season 1,SHAMAN KING,SHAMAN KING: Season 1,TV,France,2,8
Shameless (U.S.): Season 11,Shameless (U.S.),Shameless (U.S.): Season 11,TV,United States,3,4
Sharkdog: Season 1,Sharkdog,Sharkdog: Season 1,TV,Brazil,2,7
Sharkdog: Season 1,Sharkdog,Sharkdog: Season 1,TV,United Kingdom,1,10
Shazam!,Shazam!,N/A,Films,France,2,6
Shazam!,Shazam!,N/A,Films,United Kingdom,3,1
She was pretty: Season 1,She was pretty,She was pretty: Season 1,TV,Japan,4,4
She's All That,She's All That,N/A,Films,United Kingdom,1,6
She's the Man,She's the Man,N/A,Films,United Kingdom,1,7
Shéhérazade,Shéhérazade,N/A,Films,France,1,8
Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,N/A,Films,United States,1,9
Shooter,Shooter,N/A,Films,United States,1,4
Shot Caller,Shot Caller,N/A,Films,United Kingdom,1,5
Shrek,Shrek,N/A,Films,Mexico,5,7
Shrek,Shrek,N/A,Films,United States,7,2
Shrek 2,Shrek 2,N/A,Films,United States,6,2
Shrek Forever After,Shrek Forever After,N/A,Films,United States,5,2
Sicario,Sicario,N/A,Films,United Kingdom,1,6
Silent Hours,Silent Hours,N/A,Films,United Kingdom,1,6
Silent Tokyo,Silent Tokyo,N/A,Films,Japan,2,1
Silver Skates,Silver Skates,N/A,Films,Brazil,1,3
Silver Skates,Silver Skates,N/A,Films,Mexico,1,7
Silver Spoon,Silver Spoon,N/A,Films,Japan,1,10
Silverton Siege,Silverton Siege,N/A,Films,Brazil,2,2
Silverton Siege,Silverton Siege,N/A,Films,France,2,2
Silverton Siege,Silverton Siege,N/A,Films,Mexico,1,3
Silverton Siege,Silverton Siege,N/A,Films,United Kingdom,1,5
Silverton Siege,Silverton Siege,N/A,Films,United States,1,4
Sin Nombre,Sin Nombre,N/A,Films,Mexico,2,3
Sing,Sing,N/A,Films,Japan,7,4
Sing 2,Sing 2,N/A,Films,United States,2,1
Single All The Way,Single All The Way,N/A,Films,Mexico,1,10
Single All The Way,Single All The Way,N/A,Films,United Kingdom,2,5
Single All The Way,Single All The Way,N/A,Films,United States,2,7
Single’s Inferno: Season 1,Single’s Inferno,Single’s Inferno: Season 1,TV,Japan,5,1
Sintonia: Season 2,Sintonia,Sintonia: Season 2,TV,Brazil,4,1
Sket Dance: Season 1,Sket Dance,Sket Dance: Season 1,TV,Japan,1,10
Sky Rojo: Season 2,Sky Rojo,Sky Rojo: Season 2,TV,France,2,7
Skylines,Skylines,N/A,Films,Brazil,1,4
