video_title,show_title,season_title,category,Brazil,France,Japan,Mexico,United_Kingdom,United_States
Tomb Raider,Tomb Raider,N/A,Films,0,1,0,0,1,0
Tomorrow: Season 1,Tomorrow,Tomorrow: Season 1,TV,0,0,1,0,0,0
Tomorrow's Dinner Table,Tomorrow's Dinner Table,N/A,Films,0,0,1,0,0,0
Too Close for Christmas,Too Close for Christmas,N/A,Films,1,0,0,0,0,0
Too Hot to Handle: Brazil: Season 1,Too Hot to Handle: Brazil,Too Hot to Handle: Brazil: Season 1,TV,1,0,0,0,0,0
Too Hot to Handle: Season 2,Too Hot to Handle,Too Hot to Handle: Season 2,TV,1,1,0,0,1,1
Too Hot to Handle: Season 3,Too Hot to Handle,Too Hot to Handle: Season 3,TV,0,1,0,0,1,1
Top Boy: Season 1,Top Boy,Top Boy: Season 1,TV,0,1,0,0,1,0
Top Boy: Season 2,Top Boy,Top Boy: Season 2,TV,0,1,0,0,1,1
Top Gun,Top Gun,N/A,Films,0,0,0,0,0,1
Top Secret UFO Projects: Declassified: Season 1,Top Secret UFO Projects: Declassified,Top Secret UFO Projects: Declassified: Season 1,TV,0,1,0,0,0,0
Toscana,Toscana,N/A,Films,1,1,0,1,0,1
Touch Your Heart,Touch Your Heart,N/A,TV,0,0,1,0,0,0
Toy Boy: Season 1,Toy Boy,Toy Boy: Season 1,TV,1,1,0,1,0,0
Toy Boy: Season 2,Toy Boy,Toy Boy: Season 2,TV,1,1,0,0,0,0
Transformers: Dark of the Moon,Transformers: Dark of the Moon,N/A,Films,0,0,0,0,0,1
Transformers: Revenge of the Fallen,Transformers: Revenge of the Fallen,N/A,Films,0,0,0,0,0,1
Transformers: The Last Knight,Transformers: The Last Knight,N/A,Films,1,1,1,1,0,0
Transporter 3,Transporter 3,N/A,Films,0,1,0,0,0,0
Trauma Center,Trauma Center,N/A,Films,0,0,0,1,0,0
Trees of Peace,Trees of Peace,N/A,Films,1,1,0,1,0,0
Trial by Fire,Trial by Fire,N/A,Films,0,0,1,0,0,0
Trollhunters: Rise of the Titans,Trollhunters: Rise of the Titans,N/A,Films,1,1,0,1,1,1
Trolls,Trolls,N/A,Films,1,0,0,1,0,0
Trolls World Tour,Trolls World Tour,N/A,Films,0,0,0,0,1,0
Troy,Troy,N/A,Films,1,0,0,1,0,0
True Scary Story -Accident property entertainer-,True Scary Story -Accident property entertainer-,N/A,Films,0,0,1,0,0,0
True Story: Limited Series,True Story,True Story: Limited Series,TV,1,1,0,0,1,1
Trust,Trust,N/A,Films,1,0,0,0,0,0
Trust No One: The Hunt for the Crypto King,Trust No One: The Hunt for the Crypto King,N/A,Films,0,0,0,0,1,1
Turbo,Turbo,N/A,Films,0,0,0,1,0,0
Turning Point: 9/11 and the War on Terror: Season 1,Turning Point: 9/11 and the War on Terror,Turning Point: 9/11 and the War on Terror: Season 1,TV,0,1,0,0,1,1
Twenty Five Twenty One: Season 1,Twenty Five Twenty One,Twenty Five Twenty One: Season 1,TV,0,0,1,1,0,0
Twentysomethings: Austin: Season 1,Twentysomethings: Austin,Twentysomethings: Austin: Season 1,TV,0,0,0,0,0,1
Twilight,Twilight,N/A,Films,0,1,0,0,0,1
Twilight: Saya in Sasara,Twilight: Saya in Sasara,N/A,Films,0,0,1,0,0,0
Two,Two,N/A,Films,1,0,0,0,0,0
U.S. Marshals,U.S. Marshals,N/A,Films,0,0,0,0,0,1
Um Suburbano Sortudo,Um Suburbano Sortudo,N/A,Films,1,0,0,0,0,0
Una película de huevos,Una película de huevos,N/A,Films,0,0,0,1,0,0
Uncle Drew,Uncle Drew,N/A,Films,0,1,0,0,0,0
Under Suspicion,Under Suspicion,N/A,Films,0,0,0,0,0,1
Under the Stars,Under the Stars,N/A,Films,0,0,1,0,0,0
Undercover: Season 3,Undercover,Undercover: Season 3,TV,0,1,0,0,0,0
Underworld,Underworld,N/A,Films,0,0,0,0,1,0
Une famille à louer,Une famille à louer,N/A,Films,0,1,0,0,0,0
Unfaithful,Unfaithful,N/A,Films,0,0,0,1,1,0
Unreliable,Unreliable,N/A,Films,0,0,1,0,0,0
Untold: Malice at the Palace,Untold: Malice at the Palace,N/A,Films,0,0,0,0,0,1
Untraceable,Untraceable,N/A,Films,0,0,0,0,1,0
Upgrade,Upgrade,N/A,Films,0,1,0,0,0,0
Us,Us,N/A,Films,0,1,1,0,0,0
Valentina's Wedding,Valentina's Wedding,N/A,Films,0,0,0,1,0,0
Valeria: Season 2,Valeria,Valeria: Season 2,TV,1,1,0,0,0,0
Van Helsing: Season 5,Van Helsing,Van Helsing: Season 5,TV,1,0,0,0,1,0
Vendetta,Vendetta,N/A,Films,0,0,0,0,1,0
Venom,Venom,N/A,Films,1,1,0,1,0,0
Vicky and Her Mystery,Vicky and Her Mystery,N/A,Films,1,0,0,1,0,1
Vikings: Valhalla: Season 1,Vikings: Valhalla,Vikings: Valhalla: Season 1,TV,1,1,0,1,1,1
Villain,Villain,N/A,Films,0,0,0,0,1,0
Vincenzo: Season 1,Vincenzo,Vincenzo: Season 1,TV,0,0,1,0,0,0
Violet Evergarden the Movie,Violet Evergarden the Movie,N/A,Films,0,0,1,0,0,0
Virgin River: Season 1,Virgin River,Virgin River: Season 1,TV,0,0,0,0,1,1
Virgin River: Season 2,Virgin River,Virgin River: Season 2,TV,0,0,0,0,0,1
Virgin River: Season 3,Virgin River,Virgin River: Season 3,TV,1,1,0,1,1,1
Vivo,Vivo,N/A,Films,1,1,0,1,1,1
Wanderlust,Wanderlust,N/A,Films,0,0,0,0,1,0
War of the Worlds,War of the Worlds,N/A,Films,0,0,0,0,0,1
Warcraft,Warcraft,N/A,Films,1,0,1,1,0,0
Warrior,Warrior,N/A,Films,0,0,0,0,0,1
Watchmen,Watchmen,N/A,Films,0,1,0,0,0,0
We Couldn't Become Adults,We Couldn't Become Adults,N/A,Films,0,0,1,0,0,0
We Die Young,We Die Young,N/A,Films,0,0,0,0,0,1
"Web of Make Believe: Death, Lies and the Internet: Season 1","Web of Make Believe: Death, Lies and the Internet","Web of Make Believe: Death, Lies and the Internet: Season 1",TV,0,0,0,0,1,1
Welcome Home Roscoe Jenkins,Welcome Home Roscoe Jenkins,N/A,Films,1,0,0,0,0,1
Welcome to Eden: Season 1,Welcome to Eden,Welcome to Eden: Season 1,TV,1,1,0,1,1,1
What Happens in Vegas,What Happens in Vegas,N/A,Films,1,0,0,1,1,0
What Men Want,What Men Want,N/A,Films,1,0,0,1,0,0
What She Likes...,What She Likes...,N/A,Films,0,0,1,0,0,0
What's Wrong with Secretary Kim: Season 1,What's Wrong with Secretary Kim,What's Wrong with Secretary Kim: Season 1,TV,0,0,1,0,0,0
When Missing Turns to Murder: Season 1,When Missing Turns to Murder,When Missing Turns to Murder: Season 1,TV,0,0,0,0,1,0
Whindersson Nunes: My Own Show!,Whindersson Nunes: My Own Show!,N/A,TV,1,0,0,0,0,0
Whistleblower,Whistleblower,N/A,Films,0,0,1,0,0,0
White Boy Rick,White Boy Rick,N/A,Films,1,1,0,1,0,0
White Hot: The Rise & Fall of Abercrombie & Fitch,White Hot: The Rise & Fall of Abercrombie & Fitch,N/A,Films,0,0,0,0,1,1
Who Killed Sara?: Season 1,Who Killed Sara?,Who Killed Sara?: Season 1,TV,0,1,0,1,0,0
Who Killed Sara?: Season 2,Who Killed Sara?,Who Killed Sara?: Season 2,TV,0,1,0,0,0,0
Who Killed Sara?: Season 3,Who Killed Sara?,Who Killed Sara?: Season 3,TV,1,1,0,1,0,1
Widows,Widows,N/A,Films,0,0,0,1,1,0
Wild Babies: Season 1,Wild Babies,Wild Babies: Season 1,TV,0,0,0,1,0,0
Wild Bill,Wild Bill,N/A,Films,0,0,0,0,1,0
Wild Card,Wild Card,N/A,Films,0,0,0,0,0,1
Wind River,Wind River,N/A,Films,0,0,0,0,0,1
Windfall,Windfall,N/A,Films,1,1,1,0,1,1
Wish Dragon,Wish Dragon,N/A,Films,1,1,0,1,1,1
Without a Paddle,Without a Paddle,N/A,Films,0,1,0,0,0,1
Without Saying Goodbye,Without Saying Goodbye,N/A,Films,1,0,0,1,0,0
Wolf Children,Wolf Children,N/A,Films,0,0,1,0,0,0
Wonder Park,Wonder Park,N/A,Films,1,0,0,1,0,0
Wonder Woman 1984,Wonder Woman 1984,N/A,Films,0,0,1,0,0,0
Workin' Moms: Season 6,Workin' Moms,Workin' Moms: Season 6,TV,0,1,0,0,1,1
World Trade Center,World Trade Center,N/A,Films,0,1,0,0,1,0
World War Z,World War Z,N/A,Films,0,1,0,0,0,0
Worst Roommate Ever: Season 1,Worst Roommate Ever,Worst Roommate Ever: Season 1,TV,0,1,0,1,1,1
Worth,Worth,N/A,Films,0,1,0,1,1,1
Wotakoi: Love is Hard for Otaku,Wotakoi: Love is Hard for Otaku,N/A,Films,0,0,1,0,0,0
Wrong Side of the Tracks: Season 1,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 1,TV,1,1,0,1,1,1
Wrong Turn,Wrong Turn,N/A,Films,0,0,0,0,1,0
XXX: State of the Union,XXX: State of the Union,N/A,Films,0,1,1,0,0,0
xXx: The Return of Xander Cage,xXx: The Return of Xander Cage,N/A,Films,0,1,0,0,0,0
Ya veremos,Ya veremos,N/A,Films,0,0,0,1,0,0
Yakamoz S-245: Season 1,Yakamoz S-245,Yakamoz S-245: Season 1,TV,1,1,0,0,0,0
Yakitate!! Japan: Season 1,Yakitate!! Japan,Yakitate!! Japan: Season 1,TV,0,0,1,0,0,0
Yaksha: Ruthless Operations,Yaksha: Ruthless Operations,N/A,Films,1,1,1,0,0,0
Yakuza Princess,Yakuza Princess,N/A,Films,1,0,0,1,0,0
Yara,Yara,N/A,Films,1,1,0,1,1,0
Yes Man,Yes Man,N/A,Films,1,0,0,0,0,0
Yesterday,Yesterday,N/A,Films,0,0,0,1,0,0
"Yo soy Betty, la fea: Season 1","Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",TV,0,0,0,1,0,0
You Choose!,You Choose!,N/A,Films,0,1,0,0,0,0
You Don't Know Me: Season 1,You Don't Know Me,You Don't Know Me: Season 1,TV,0,1,0,0,1,0
You Shine in the Moonlight,You Shine in the Moonlight,N/A,Films,0,0,1,0,0,0
You: Season 1,You,You: Season 1,TV,1,1,0,1,1,1
You: Season 2,You,You: Season 2,TV,1,0,0,0,1,1
You: Season 3,You,You: Season 3,TV,1,1,1,1,1,1
"You're not normal, either!","You're not normal, either!",N/A,Films,0,0,1,0,0,0
Young Sheldon: : Season 1,Young Sheldon,Young Sheldon: : Season 1,TV,0,0,0,0,1,0
Young Sheldon: : Season 2,Young Sheldon,Young Sheldon: : Season 2,TV,0,0,0,0,1,0
Young Sheldon: : Season 3,Young Sheldon,Young Sheldon: : Season 3,TV,0,0,0,0,1,0
Zombieland: Double Tap,Zombieland: Double Tap,N/A,Films,0,0,1,0,1,0
أصحاب ...ولا أعزّ,أصحاب ...ولا أعزّ,N/A,Films,1,1,0,0,0,0
