video_title,category,country_name,lifetime_duration,tweetvol,tweetsent,individualism,uncertainty_avoidance,neg_sentiment,neu_sentiment,pos_sentiment,averageRating,sequel,Drama,Horror,Mystery,Action,Adventure,Comedy,Romance,Thriller,Crime,Animation,highest_rank
Hope,Films,Japan,2,184,2,46,92,2,178,4,8.2,0,1,0,0,0,0,0,0,0,0,0,3
How It Ends,Films,United States,2,12,2,91,46,3,3,6,5,0,1,1,0,1,0,0,0,0,0,0,3
Human Resources: Season 1,TV,United States,2,233,1.4523809523809523,91,46,42,129,61,7.2,1,0,0,0,0,0,1,1,0,0,1,9
Hustle,Films,France,4,11,5,71,86,1,5,5,7.3,0,1,0,0,0,0,1,0,0,0,0,2
Hustle,Films,Mexico,4,28,5,30,82,2,16,10,7.3,0,1,0,0,0,0,1,0,0,0,0,1
Hustle,Films,United Kingdom,4,146,5.444444444444445,89,35,9,88,49,7.3,0,1,0,0,0,0,1,0,0,0,0,1
Hustle,Films,United States,4,2316,6.3984375,91,46,128,1328,819,7.3,0,1,0,0,0,0,1,0,0,0,0,1
Hype House: Season 1,TV,United States,1,20,1.3333333333333333,91,46,3,13,4,1.9,0,0,0,0,0,0,0,0,0,0,0,8
Hypnotic,Films,Brazil,2,12,1,38,76,3,6,3,5.3,0,0,0,1,0,0,0,0,1,0,0,2
Hypnotic,Films,United States,2,54,2,91,46,5,39,10,5.3,0,0,0,1,0,0,0,0,1,0,0,3
Ilhados,Films,Brazil,1,6,0.3333333333333333,38,76,3,2,1,2.2,0,1,0,0,0,0,0,0,1,0,0,10
In From the Cold: Season 1,TV,United States,2,16,4,91,46,2,6,8,6.3,0,1,0,0,1,0,0,0,0,1,0,6
In the Dark: Season 3,TV,United States,1,181,0.45121951219512196,91,46,82,62,37,7.5,1,0,1,0,1,0,0,0,0,1,0,8
Inside Job: Part 1,TV,United Kingdom,1,48,0.7142857142857143,89,35,14,24,10,7.7,1,0,0,0,0,0,1,0,0,0,1,8
Inside Job: Part 1,TV,United States,1,115,1.5,91,46,20,65,30,7.7,1,0,0,0,0,0,1,0,0,0,1,10
Interceptor,Films,Brazil,3,17,1.4,38,76,5,5,7,4.6,0,1,0,0,1,1,0,0,0,0,0,1
Interceptor,Films,France,3,6,1,71,86,2,2,2,4.6,0,1,0,0,1,1,0,0,0,0,0,1
Interceptor,Films,Mexico,2,5,2,30,82,1,2,2,4.6,0,1,0,0,1,1,0,0,0,0,0,2
Interceptor,Films,United Kingdom,2,12,3,89,35,2,4,6,4.6,0,1,0,0,1,1,0,0,0,0,0,2
Interceptor,Films,United States,3,18,0.5,91,46,6,9,3,4.6,0,1,0,0,1,1,0,0,0,0,0,2
Intrusion,Films,Brazil,2,7,1,38,76,2,3,2,5.3,0,1,0,0,0,0,0,0,1,0,0,1
Intrusion,Films,France,2,3,1,71,86,1,1,1,5.3,0,1,0,0,0,0,0,0,1,0,0,1
Intrusion,Films,Mexico,2,73,0.8,30,82,5,64,4,5.3,0,1,0,0,0,0,0,0,1,0,0,1
Intrusion,Films,United Kingdom,1,6,2,89,35,1,3,2,5.3,0,1,0,0,0,0,0,0,1,0,0,2
Intrusion,Films,United States,2,26,0.5454545454545454,91,46,11,9,6,5.3,0,1,0,0,0,0,0,0,1,0,0,1
Invasion,Films,Brazil,1,40,0.09090909090909091,38,76,22,16,2,5.6,0,0,0,0,1,0,0,0,0,0,0,4
Invasion,Films,Mexico,1,34,0.2857142857142857,30,82,14,16,4,5.6,0,0,0,0,1,0,0,0,0,0,0,4
Inventing Anna: Limited Series,TV,Brazil,6,68,1.375,38,76,16,30,22,6.8,0,1,0,0,0,0,0,0,0,0,0,1
Inventing Anna: Limited Series,TV,France,8,15,2.5,71,86,2,8,5,6.8,0,1,0,0,0,0,0,0,0,0,0,1
Inventing Anna: Limited Series,TV,Mexico,6,17,0.5,30,82,8,5,4,6.8,0,1,0,0,0,0,0,0,0,0,0,1
Inventing Anna: Limited Series,TV,United Kingdom,8,116,0.6428571428571429,89,35,42,47,27,6.8,0,1,0,0,0,0,0,0,0,0,0,1
Inventing Anna: Limited Series,TV,United States,10,717,0.6958174904942965,91,46,263,270,183,6.8,0,1,0,0,0,0,0,0,0,0,0,1
Is It Cake?: Season 1,TV,Brazil,1,13,1,38,76,3,7,3,5.8,1,0,0,0,0,0,0,0,0,0,0,8
Is It Cake?: Season 1,TV,Mexico,2,4,1,30,82,1,2,1,5.8,1,0,0,0,0,0,0,0,0,0,0,3
Is It Cake?: Season 1,TV,United Kingdom,3,35,1.2222222222222223,89,35,9,15,11,5.8,1,0,0,0,0,0,0,0,0,0,0,4
Is It Cake?: Season 1,TV,United States,4,102,1.8095238095238095,91,46,21,43,38,5.8,1,0,0,0,0,0,0,0,0,0,0,2
It,Films,United States,3,1621,1.375,91,46,208,1126,286,7.3,1,0,1,0,0,0,0,0,0,0,0,5
Jack Reacher,Films,Brazil,2,4,0.5,38,76,2,1,1,7,1,0,0,1,1,0,0,0,1,0,0,9
Jack Reacher,Films,France,2,4,1,71,86,1,2,1,7,1,0,0,1,1,0,0,0,1,0,0,1
Jaws,Films,United States,1,622,2.90625,91,46,64,372,186,8.1,0,0,0,0,0,1,0,0,1,0,0,9
Jimmy Savile: A British Horror Story: Limited Series,TV,United Kingdom,3,31,0.125,89,35,24,4,3,6.7,0,0,0,0,0,0,0,0,0,1,0,2
Joker,Films,United Kingdom,2,237,1.90625,89,35,32,144,61,8.4,0,1,0,0,0,0,0,0,1,1,0,1
Jujutsu Kaisen: Season 1,TV,Japan,5,74,1.3333333333333333,46,92,3,67,4,8.5,1,0,0,0,1,1,0,0,0,0,1,1
Jumanji,Films,United States,1,77,2,91,46,11,44,22,7,1,0,0,0,0,1,1,0,0,0,0,8
Jurassic World Camp Cretaceous: Season 4,TV,United States,1,18,3.5,91,46,2,9,7,7.5,1,0,0,0,1,1,0,0,0,0,1,10
Jurassic World: Fallen Kingdom,Films,France,4,7,1,71,86,1,5,1,6.1,1,0,0,0,1,1,0,0,0,0,0,1
Just Go With It,Films,United States,4,10,5,91,46,1,4,5,6.4,0,0,0,0,0,0,1,1,0,0,0,4
Just Like Heaven,Films,United States,1,71,50,91,46,1,20,50,6.7,0,1,0,0,0,0,1,0,0,0,0,4
Justice League,Films,France,3,18,1,71,86,4,10,4,6.1,0,0,0,0,1,1,0,0,0,0,0,2
Kate,Films,Brazil,3,16,2.5,38,76,2,9,5,6.2,0,0,0,0,1,1,0,0,0,1,0,1
Kate,Films,United Kingdom,2,61,9,89,35,2,41,18,6.2,0,0,0,0,1,1,0,0,0,1,0,1
Kate,Films,United States,3,107,1.08,91,46,25,55,27,6.2,0,0,0,0,1,1,0,0,0,1,0,1
Keep Sweet: Pray and Obey: Limited Series,TV,United Kingdom,2,26,0.13333333333333333,89,35,15,9,2,7.3,0,0,0,0,0,0,0,0,0,1,0,4
Keep Sweet: Pray and Obey: Limited Series,TV,United States,2,112,0.12162162162162163,91,46,74,29,9,7.3,0,0,0,0,0,0,0,0,0,1,0,3
Kingdom: Ashin of the North,Films,Brazil,2,5,1,38,76,1,3,1,7,1,1,0,0,1,0,0,0,0,0,0,5
Kingdom: Ashin of the North,Films,France,1,2,1,71,86,1,0,1,7,1,1,0,0,1,0,0,0,0,0,0,5
Kitz: Season 1,TV,France,2,3,1,71,86,1,1,1,5.8,0,1,0,1,0,0,0,0,1,0,0,6
Kung Fu Panda,Films,United States,2,42,12,91,46,1,29,12,7.6,1,0,0,0,1,1,0,0,0,0,1,6
La ley de Herodes,Films,Mexico,1,5,1,30,82,1,3,1,7.8,0,1,0,0,0,0,1,0,0,1,0,4
Last Christmas,Films,Brazil,1,6,2,38,76,1,3,2,6.5,0,1,0,0,0,0,1,0,0,0,0,10
Last Christmas,Films,United Kingdom,2,89,1.4736842105263157,89,35,19,42,28,6.5,0,1,0,0,0,0,1,0,0,0,0,4
Law Abiding Citizen,Films,United States,2,13,2,91,46,3,4,6,7.4,0,1,0,0,1,0,0,0,0,1,0,2
Legacies: Season 4,TV,United States,1,658,1.0813953488372092,91,46,172,280,186,7.3,1,1,0,0,0,1,0,0,0,0,0,9
Legend,Films,United Kingdom,4,3949,6.614942528735632,89,35,348,1299,2302,6.9,0,1,0,0,0,0,0,0,0,1,0,1
Let's Dance,Films,France,2,28,10,71,86,1,17,10,5.9,0,1,0,0,0,0,1,0,0,0,0,3
Liar: Season 1,TV,United Kingdom,1,408,0.025559105431309903,89,35,313,87,8,7.1,1,1,0,0,0,0,0,0,1,1,0,7
Life,Films,United States,1,5000,4.88997555012225,91,46,409,2536,2000,6.6,0,0,1,0,0,0,0,0,1,0,0,5
Little Women,Films,United Kingdom,1,19,3,89,35,3,7,9,7.8,0,1,0,0,0,0,0,1,0,0,0,7
LOL,Films,France,3,279,1.096774193548387,71,86,31,214,34,4.3,0,1,0,0,0,0,1,1,0,0,0,5
London Has Fallen,Films,United States,2,3,0.5,91,46,2,0,1,5.9,0,0,0,0,1,0,0,0,1,0,0,7
Looper,Films,United States,1,46,4.333333333333333,91,46,3,30,13,7.4,0,1,0,0,1,0,0,0,0,0,0,10
Lost in Space: Season 1,TV,Brazil,2,15,1,38,76,4,7,4,7.3,1,1,0,0,0,1,0,0,0,0,0,9
Lost in Space: Season 1,TV,United Kingdom,2,74,2.9,89,35,10,35,29,7.3,1,1,0,0,0,1,0,0,0,0,0,7
Lost in Space: Season 1,TV,United States,2,165,1.5294117647058822,91,46,34,79,52,7.3,1,1,0,0,0,1,0,0,0,0,0,4
Lost in Space: Season 3,TV,Brazil,2,15,1,38,76,4,7,4,7.3,1,1,0,0,0,1,0,0,0,0,0,3
Lost in Space: Season 3,TV,United Kingdom,3,74,2.9,89,35,10,35,29,7.3,1,1,0,0,0,1,0,0,0,0,0,3
Lost in Space: Season 3,TV,United States,4,165,1.5294117647058822,91,46,34,79,52,7.3,1,1,0,0,0,1,0,0,0,0,0,2
Love Actually,Films,United Kingdom,5,170,4.5625,89,35,16,81,73,7.6,0,1,0,0,0,0,1,1,0,0,0,3
Love Hard,Films,Brazil,3,12,7,38,76,1,4,7,6.3,0,0,0,0,0,0,1,1,0,0,0,2
Love Hard,Films,United Kingdom,3,19,6,89,35,2,5,12,6.3,0,0,0,0,0,0,1,1,0,0,0,2
Love Hard,Films,United States,4,133,8.555555555555555,91,46,9,47,77,6.3,0,0,0,0,0,0,1,1,0,0,0,2
Love Is Blind: Brazil: Season 1,TV,Brazil,5,17,0.75,38,76,8,3,6,6.2,1,0,0,0,0,0,0,1,0,0,0,3
Love is Blind: Japan: Season 1,TV,Japan,3,7,0.6666666666666666,46,92,3,2,2,7.1,0,0,0,0,0,0,0,1,0,0,0,6
Love Is Blind: Season 1,TV,United Kingdom,2,245,0.7647058823529411,89,35,85,95,65,6.1,1,0,0,0,0,0,0,1,0,0,0,3
Love Is Blind: Season 1,TV,United States,2,1974,0.7442799461641992,91,46,743,671,553,6.1,1,0,0,0,0,0,0,1,0,0,0,7
Love Is Blind: Season 2,TV,United Kingdom,5,245,0.7764705882352941,89,35,85,94,66,6.1,1,0,0,0,0,0,0,1,0,0,0,2
Love Is Blind: Season 2,TV,United States,6,1973,0.7419354838709677,91,46,744,670,552,6.1,1,0,0,0,0,0,0,1,0,0,0,2
Lucifer: Season 1,TV,United Kingdom,2,81,1.2857142857142858,89,35,21,33,27,8.1,1,1,0,0,0,0,0,0,0,1,0,6
Lucifer: Season 2,TV,United Kingdom,2,81,1.2857142857142858,89,35,21,33,27,8.1,1,1,0,0,0,0,0,0,0,1,0,9
Lucifer: Season 3,TV,United Kingdom,3,81,1.2857142857142858,89,35,21,33,27,8.1,1,1,0,0,0,0,0,0,0,1,0,10
Lucifer: Season 5,TV,Brazil,1,110,0.8888888888888888,38,76,27,59,24,8.1,1,1,0,0,0,0,0,0,0,1,0,10
Lucifer: Season 5,TV,France,4,344,18.833333333333332,71,86,6,225,113,8.1,1,1,0,0,0,0,0,0,0,1,0,6
Lucifer: Season 6,TV,Brazil,4,110,0.8888888888888888,38,76,27,59,24,8.1,1,1,0,0,0,0,0,0,0,1,0,1
Lucifer: Season 6,TV,France,4,344,18.833333333333332,71,86,6,225,113,8.1,1,1,0,0,0,0,0,0,0,1,0,2
Lucifer: Season 6,TV,Mexico,3,36,3,30,82,3,24,9,8.1,1,1,0,0,0,0,0,0,0,1,0,2
Lucifer: Season 6,TV,United Kingdom,3,81,1.2857142857142858,89,35,21,33,27,8.1,1,1,0,0,0,0,0,0,0,1,0,2
Lucifer: Season 6,TV,United States,4,606,2.2666666666666666,91,46,45,432,102,8.1,1,1,0,0,0,0,0,0,0,1,0,1
Lulli,Films,Brazil,2,221,78.5,38,76,2,62,157,4.8,0,0,0,0,0,0,1,1,0,0,0,2
Lupin: Part 2,TV,Brazil,1,23,1.6666666666666667,38,76,3,15,5,7.5,1,1,0,0,1,0,0,0,0,1,0,9
Lupin: Part 2,TV,France,3,36,2,71,86,6,18,12,7.5,1,1,0,0,1,0,0,0,0,1,0,3
Lupin: Part 2,TV,United Kingdom,1,29,12,89,35,1,16,12,7.5,1,1,0,0,1,0,0,0,0,1,0,10
Ma,Films,Mexico,2,23,4,30,82,2,13,8,5.6,0,0,1,1,0,0,0,0,1,0,0,4
Maid: Limited Series,TV,Brazil,7,87,0.6764705882352942,38,76,34,30,23,8.4,0,1,0,0,0,0,0,0,0,0,0,2
Maid: Limited Series,TV,Mexico,7,37,1.6666666666666667,30,82,6,21,10,8.4,0,1,0,0,0,0,0,0,0,0,0,1
Maid: Limited Series,TV,United Kingdom,9,88,1.4,89,35,20,40,28,8.4,0,1,0,0,0,0,0,0,0,0,0,2
Maid: Limited Series,TV,United States,10,255,1.423728813559322,91,46,59,112,84,8.4,0,1,0,0,0,0,0,0,0,0,0,2
Major Payne,Films,United States,3,29,4.5,91,46,2,18,9,6.2,0,0,0,0,0,1,1,0,0,0,0,4
Maldivas: Season 1,TV,Brazil,2,273,1.6724137931034482,38,76,58,118,97,5.7,0,1,0,1,0,0,1,0,0,0,0,3
Man of Steel,Films,United Kingdom,2,55,2.375,89,35,8,28,19,7.1,0,0,0,0,1,1,0,0,0,0,0,2
Man on Fire,Films,Mexico,2,3,2,30,82,1,0,2,7.7,0,1,0,0,1,0,0,0,0,1,0,2
Man Vs Bee: Season 1,TV,United Kingdom,2,44,3,89,35,8,12,24,6.7,0,0,0,0,0,0,1,0,0,0,0,6
Manifest: Season 1,TV,France,1,184,5.588235294117647,71,86,17,72,95,7.1,1,1,0,1,0,0,0,0,0,0,0,10
Manifest: Season 1,TV,United States,9,2471,2.4166666666666665,91,46,360,1226,870,7.1,1,1,0,1,0,0,0,0,0,0,0,1
Manifest: Season 2,TV,United States,7,2471,2.4194444444444443,91,46,360,1227,871,7.1,1,1,0,1,0,0,0,0,0,0,0,2
Manifest: Season 3,TV,United States,4,2471,2.4194444444444443,91,46,360,1226,871,7.1,1,1,0,1,0,0,0,0,0,0,0,2
Married at First Sight: Season 10,TV,United States,4,3842,0.3165137614678899,91,46,1744,1539,552,6.2,1,0,0,0,0,0,0,1,0,0,0,5
Maya and the Three: Limited Series,TV,United States,1,93,14.75,91,46,4,30,59,8.1,0,0,0,0,1,1,0,0,0,0,1,6
Metal Lords,Films,Brazil,1,45,8,38,76,2,27,16,6.7,0,0,0,0,0,0,1,0,0,0,0,10
Metal Lords,Films,Mexico,1,23,3.6666666666666665,30,82,3,9,11,6.7,0,0,0,0,0,0,1,0,0,0,0,8
Midnight Mass: Limited Series,TV,Brazil,2,130,0.625,38,76,48,52,30,7.7,0,1,1,0,0,0,0,0,0,0,0,4
Midnight Mass: Limited Series,TV,France,2,15,0.6,71,86,5,7,3,7.7,0,1,1,0,0,0,0,0,0,0,0,5
Midnight Mass: Limited Series,TV,Mexico,2,54,1.3076923076923077,30,82,13,24,17,7.7,0,1,1,0,0,0,0,0,0,0,0,5
Midnight Mass: Limited Series,TV,United Kingdom,4,251,2.3076923076923075,89,35,52,79,120,7.7,0,1,1,0,0,0,0,0,0,0,0,3
Midnight Mass: Limited Series,TV,United States,4,1113,1.297872340425532,91,46,329,357,427,7.7,0,1,1,0,0,0,0,0,0,0,0,2
Mine: Season 1,TV,Brazil,2,14,7,38,76,1,6,7,7.7,1,1,0,1,0,0,0,0,0,0,0,6
Mine: Season 1,TV,Mexico,2,13,6,30,82,1,6,6,7.7,1,1,0,1,0,0,0,0,0,0,0,6
Mission: Impossible,Films,United States,1,170,2.28,91,46,25,88,57,7.1,1,0,0,0,1,1,0,0,1,0,0,9
Molly's Game,Films,United States,1,7,2,91,46,1,4,2,7.4,0,1,0,0,0,0,0,0,0,1,0,7
Money Heist: Part 1,TV,Brazil,2,29,0.5,38,76,2,26,1,8.2,1,1,0,0,1,0,0,0,0,1,0,6
Money Heist: Part 1,TV,Mexico,2,17,1.3333333333333333,30,82,3,10,4,8.2,1,1,0,0,1,0,0,0,0,1,0,4
Money Heist: Part 1,TV,United Kingdom,1,322,1.7121212121212122,89,35,66,143,113,8.2,1,1,0,0,1,0,0,0,0,1,0,7
Money Heist: Part 1,TV,United States,1,913,0.7546468401486989,91,46,269,431,203,8.2,1,1,0,0,1,0,0,0,0,1,0,7
Money Heist: Part 4,TV,Brazil,2,29,0.5,38,76,2,26,1,8.2,1,1,0,0,1,0,0,0,0,1,0,10
Money Heist: Part 5,TV,Brazil,9,29,0.5,38,76,2,26,1,8.2,1,1,0,0,1,0,0,0,0,1,0,1
Money Heist: Part 5,TV,Mexico,7,17,1.3333333333333333,30,82,3,10,4,8.2,1,1,0,0,1,0,0,0,0,1,0,1
Money Heist: Part 5,TV,United Kingdom,7,322,1.7121212121212122,89,35,66,143,113,8.2,1,1,0,0,1,0,0,0,0,1,0,1
Money Heist: Part 5,TV,United States,5,913,0.7657992565055762,91,46,269,432,206,8.2,1,1,0,0,1,0,0,0,0,1,0,1
Monster-in-Law,Films,United States,1,6,0.6666666666666666,91,46,3,1,2,5.5,0,0,0,0,0,0,1,1,0,0,0,5
Mortel: Season 2,TV,France,1,9,1,71,86,3,3,3,6.5,1,1,0,0,0,0,0,0,0,1,0,8
Mother's Day,Films,United States,3,5000,15.950980392156863,91,46,204,1534,3254,5.6,0,1,0,0,0,0,1,1,0,0,0,1
Mother/Android,Films,United Kingdom,2,6,2,89,35,2,0,4,4.9,0,1,0,0,0,0,0,0,1,0,0,4
Motherless Brooklyn,Films,United Kingdom,1,3,2,89,35,1,0,2,6.8,0,1,0,1,0,0,0,0,0,1,0,10
Mr. Robot: Season 1,TV,France,3,31,2,71,86,5,16,10,8.5,1,1,0,0,0,0,0,0,1,1,0,1
My Little Pony: A New Generation,Films,United States,5,28,5.5,91,46,2,15,11,6.8,1,0,0,0,0,1,1,0,0,0,1,2
My Unorthodox Life: Season 1,TV,United Kingdom,1,17,1.75,89,35,4,6,7,5.7,1,0,0,0,0,0,0,0,0,0,0,9
Narcos: Mexico: Season 1,TV,Mexico,3,67,0.5,30,82,18,40,9,8.4,1,1,0,0,0,0,0,0,0,1,0,3
Narcos: Mexico: Season 2,TV,Mexico,2,67,0.5,30,82,18,40,9,8.4,1,1,0,0,0,0,0,0,0,1,0,6
Narcos: Mexico: Season 3,TV,France,2,12,3.5,71,86,2,3,7,8.4,1,1,0,0,0,0,0,0,0,1,0,6
Narcos: Mexico: Season 3,TV,Mexico,7,67,0.5,30,82,18,40,9,8.4,1,1,0,0,0,0,0,0,0,1,0,1
Narcos: Mexico: Season 3,TV,United Kingdom,2,24,4.5,89,35,2,13,9,8.4,1,1,0,0,0,0,0,0,0,1,0,4
Narcos: Mexico: Season 3,TV,United States,4,115,1.3703703703703705,91,46,27,51,37,8.4,1,1,0,0,0,0,0,0,0,1,0,1
Nativity!,Films,United Kingdom,3,183,13,89,35,7,85,91,6.4,0,0,0,0,0,0,1,0,0,0,0,7
Never Back Down,Films,Mexico,1,50,2,30,82,1,47,2,6.5,0,1,0,0,1,0,0,0,0,0,0,10
Never Have I Ever: Season 1,TV,France,1,6,3,71,86,1,2,3,7.8,1,1,0,0,0,0,1,0,0,0,0,10
Never Have I Ever: Season 1,TV,United Kingdom,1,30,1.3,89,35,10,7,13,7.8,1,1,0,0,0,0,1,0,0,0,0,5
Never Have I Ever: Season 2,TV,Brazil,3,30,0.26666666666666666,38,76,15,11,4,7.8,1,1,0,0,0,0,1,0,0,0,0,3
Never Have I Ever: Season 2,TV,France,4,6,3,71,86,1,2,3,7.8,1,1,0,0,0,0,1,0,0,0,0,3
Never Have I Ever: Season 2,TV,Mexico,2,5,2,30,82,1,2,2,7.8,1,1,0,0,0,0,1,0,0,0,0,7
Never Have I Ever: Season 2,TV,United Kingdom,3,30,1.3,89,35,10,7,13,7.8,1,1,0,0,0,0,1,0,0,0,0,1
Never Have I Ever: Season 2,TV,United States,2,191,1.853658536585366,91,46,41,74,76,7.8,1,1,0,0,0,0,1,0,0,0,0,3
"Nevertheless,: Season 1",TV,Mexico,2,8,1,30,82,2,4,2,7.2,0,1,0,0,0,0,0,1,0,0,0,7
New Amsterdam: Season 1,TV,France,9,26,1.3333333333333333,71,86,6,12,8,8,1,1,0,0,0,0,0,0,0,0,0,1
New Amsterdam: Season 2,TV,France,7,26,1.3333333333333333,71,86,6,12,8,8,1,1,0,0,0,0,0,0,0,0,0,3
Night Teeth,Films,United States,2,44,3.3333333333333335,91,46,6,18,20,5.7,0,1,0,0,1,0,0,0,0,1,0,1
Nightbooks,Films,United States,1,25,4.333333333333333,91,46,3,9,13,5.8,0,0,1,0,0,0,0,0,0,0,0,5
No One Gets Out Alive,Films,United States,1,29,0.1,91,46,10,18,1,5.3,0,1,1,1,0,0,0,0,0,0,0,6
Noah,Films,Brazil,1,311,8,38,76,3,284,24,5.8,0,1,0,0,1,1,0,0,0,0,0,7
Noah,Films,France,1,4,1,71,86,1,2,1,5.8,0,1,0,0,1,1,0,0,0,0,0,9
Old School,Films,United States,1,2473,3.422857142857143,91,46,175,1665,599,7,0,0,0,0,0,0,1,0,0,0,0,10
Oldboy,Films,United States,2,14,3,91,46,1,10,3,5.8,0,1,0,1,1,0,0,0,0,0,0,10
On My Block: Season 4,TV,France,1,15,0.08333333333333333,71,86,12,2,1,7.9,1,1,0,0,0,0,1,0,0,0,0,5
On My Block: Season 4,TV,Mexico,1,2,1,30,82,1,0,1,7.9,1,1,0,0,0,0,1,0,0,0,0,9
On My Block: Season 4,TV,United Kingdom,1,10,2,89,35,2,4,4,7.9,1,1,0,0,0,0,1,0,0,0,0,4
On My Block: Season 4,TV,United States,2,524,0.5327510917030568,91,46,229,170,122,7.9,1,1,0,0,0,0,1,0,0,0,0,3
Once Upon a Time in Hollywood,Films,United Kingdom,2,13,2.5,89,35,2,6,5,7.6,0,1,0,0,0,0,1,0,0,0,0,1
One of Us Is Lying: Season 1,TV,Brazil,3,15,0.25,38,76,8,5,2,6.8,1,1,0,1,0,0,0,0,0,1,0,4
One of Us Is Lying: Season 1,TV,United Kingdom,3,10,1.5,89,35,2,5,3,6.8,1,1,0,1,0,0,0,0,0,1,0,3
ONE PIECE: Sky Island: Skypiea,TV,Brazil,1,637,1.7714285714285714,38,76,70,443,124,8.9,0,0,0,0,1,1,0,0,0,0,1,7
ONE PIECE: Wano Country (Ep.892 - Ep.1000),TV,Japan,6,3863,4,46,92,5,3838,20,8.9,0,0,0,0,1,1,0,0,0,0,1,1
One-Punch Man: Season 2,TV,Brazil,2,98,7,38,76,1,90,7,8.7,1,0,0,0,1,0,1,0,0,0,1,9
One-Punch Man: Season 2,TV,Mexico,1,39,1.25,30,82,4,30,5,8.7,1,0,0,0,1,0,1,0,0,0,1,8
Our Father,Films,United Kingdom,3,33,0.2857142857142857,89,35,21,6,6,6.6,0,0,0,0,0,0,0,0,0,1,0,2
Our Father,Films,United States,3,264,0.2517985611510791,91,46,139,90,35,6.6,0,0,0,0,0,0,0,0,0,1,0,2
Our Great National Parks: Limited Series,TV,United States,1,26,5.666666666666667,91,46,3,6,17,8.1,0,0,0,0,0,0,0,0,0,0,0,6
Outer Banks: Season 1,TV,Brazil,2,118,0.7619047619047619,38,76,42,44,32,7.5,1,1,0,0,1,0,0,0,0,1,0,6
Outer Banks: Season 1,TV,France,5,18,0.4444444444444444,71,86,9,5,4,7.5,1,1,0,0,1,0,0,0,0,1,0,2
Outer Banks: Season 1,TV,United Kingdom,5,24,0.4444444444444444,89,35,9,11,4,7.5,1,1,0,0,1,0,0,0,0,1,0,2
Outer Banks: Season 1,TV,United States,4,898,1.0401785714285714,91,46,224,439,233,7.5,1,1,0,0,1,0,0,0,0,1,0,3
Outer Banks: Season 2,TV,Brazil,5,119,0.7441860465116279,38,76,43,44,32,7.5,1,1,0,0,1,0,0,0,0,1,0,2
Outer Banks: Season 2,TV,France,6,18,0.4444444444444444,71,86,9,5,4,7.5,1,1,0,0,1,0,0,0,0,1,0,1
Outer Banks: Season 2,TV,United Kingdom,5,24,0.5,89,35,8,12,4,7.5,1,1,0,0,1,0,0,0,0,1,0,1
Outer Banks: Season 2,TV,United States,5,898,1.0401785714285714,91,46,224,439,233,7.5,1,1,0,0,1,0,0,0,0,1,0,1
Outlander: Season 5,TV,United States,2,1901,2.585858585858586,91,46,297,833,768,8.4,1,1,0,0,0,0,0,1,0,0,0,8
Outlander: Season 6,TV,France,6,244,1.051948051948052,71,86,77,86,81,8.4,1,1,0,0,0,0,0,1,0,0,0,5
Ozark: Season 1,TV,France,2,29,2.1666666666666665,71,86,6,10,13,8.5,1,1,0,0,0,0,0,0,1,1,0,6
Ozark: Season 1,TV,United Kingdom,4,378,1.3529411764705883,89,35,102,138,138,8.5,1,1,0,0,0,0,0,0,1,1,0,6
Ozark: Season 1,TV,United States,4,2486,0.8039702233250621,91,46,806,1013,648,8.5,1,1,0,0,0,0,0,0,1,1,0,3
Ozark: Season 2,TV,United Kingdom,1,378,1.3627450980392157,89,35,102,137,139,8.5,1,1,0,0,0,0,0,0,1,1,0,10
Ozark: Season 2,TV,United States,2,2486,0.8029739776951673,91,46,807,1011,648,8.5,1,1,0,0,0,0,0,0,1,1,0,7
Ozark: Season 3,TV,United States,3,2486,0.8042131350681536,91,46,807,1013,649,8.5,1,1,0,0,0,0,0,0,1,1,0,6
Ozark: Season 4,TV,Brazil,1,158,1.1590909090909092,38,76,44,63,51,8.5,1,1,0,0,0,0,0,0,1,1,0,5
Ozark: Season 4,TV,France,6,29,2.1666666666666665,71,86,6,10,13,8.5,1,1,0,0,0,0,0,0,1,1,0,2
Ozark: Season 4,TV,Mexico,2,115,1.064516129032258,30,82,31,51,33,8.5,1,1,0,0,0,0,0,0,1,1,0,5
Ozark: Season 4,TV,United Kingdom,12,378,1.3627450980392157,89,35,102,137,139,8.5,1,1,0,0,0,0,0,0,1,1,0,1
Ozark: Season 4,TV,United States,14,2486,0.8062111801242235,91,46,805,1013,649,8.5,1,1,0,0,0,0,0,0,1,1,0,1
Pacific Rim,Films,Brazil,1,4,3,38,76,1,0,3,6.9,0,0,0,0,1,1,0,0,0,0,0,9
Paddington,Films,United Kingdom,1,403,1.7941176470588236,89,35,68,213,122,7.3,1,0,0,0,0,1,1,0,0,0,0,6
Paddington 2,Films,United Kingdom,3,35,4.5,89,35,4,13,18,7.8,1,0,0,0,0,1,1,0,0,0,0,4
Passing,Films,United States,1,157,1.8148148148148149,91,46,27,81,49,6.7,0,1,0,0,0,0,0,0,0,0,0,5
PAW Patrol: Season 3,TV,France,1,12,2,71,86,2,6,4,6.1,1,0,0,0,0,1,1,0,0,0,1,10
PAW Patrol: Season 4,TV,Brazil,2,3,1,38,76,1,1,1,6.1,1,0,0,0,0,1,1,0,0,0,1,6
PAW Patrol: Season 4,TV,United Kingdom,6,65,4.333333333333333,89,35,6,33,26,6.1,1,0,0,0,0,1,1,0,0,0,1,6
