video_title,category,country_name,lifetime_duration,tweetvol,tweetsent,individualism,uncertainty_avoidance,neg_sentiment,neu_sentiment,pos_sentiment,averageRating,sequel,Drama,Horror,Mystery,Action,Adventure,Comedy,Romance,Thriller,Crime,Animation,highest_rank
Bridgerton: Season 2,TV,Brazil,6,756,1.1151515151515152,38,76,165,407,184,7.4,1,1,0,0,0,0,0,1,0,0,0,1
Bridgerton: Season 2,TV,France,9,60,1.3333333333333333,71,86,9,39,12,7.4,1,1,0,0,0,0,0,1,0,0,0,1
Bridgerton: Season 2,TV,Mexico,5,51,1.75,30,82,8,29,14,7.4,1,1,0,0,0,0,0,1,0,0,0,1
Bridgerton: Season 2,TV,United Kingdom,9,389,2.262295081967213,89,35,61,190,138,7.4,1,1,0,0,0,0,0,1,0,0,0,1
Bridgerton: Season 2,TV,United States,8,1349,2.206422018348624,91,46,218,647,481,7.4,1,1,0,0,0,0,0,1,0,0,0,1
Brightburn,Films,Brazil,2,2,1,38,76,1,0,1,6.1,0,1,1,1,0,0,0,0,0,0,0,8
Britney Vs Spears,Films,France,1,10,0.25,71,86,4,5,1,6.4,0,0,0,0,0,0,0,0,0,0,0,9
Britney Vs Spears,Films,United Kingdom,1,40,0.3125,89,35,16,19,5,6.4,0,0,0,0,0,0,0,0,0,0,0,3
Britney Vs Spears,Films,United States,1,311,0.594059405940594,91,46,101,148,60,6.4,0,0,0,0,0,0,0,0,0,0,0,4
Brooklyn Nine-Nine: Season 7,TV,Brazil,1,18,1.75,38,76,4,7,7,8.4,1,0,0,0,0,0,1,0,0,1,0,6
Brotherhood: Season 1,TV,Brazil,2,49,19,38,76,1,29,19,7.7,1,1,0,0,0,0,0,0,0,1,0,6
Brotherhood: Season 2,TV,Brazil,3,49,19,38,76,1,29,19,7.7,1,1,0,0,0,0,0,0,0,1,0,2
Bruised,Films,Brazil,2,6,2,38,76,1,3,2,6.2,0,1,0,0,0,0,0,0,0,0,0,1
Bruised,Films,United Kingdom,2,15,1.4,89,35,5,3,7,6.2,0,1,0,0,0,0,0,0,0,0,0,2
Bruised,Films,United States,2,133,2.423076923076923,91,46,26,44,63,6.2,0,1,0,0,0,0,0,0,0,0,0,1
Bubble,Films,France,1,15,1.6666666666666667,71,86,3,7,5,6.3,0,0,0,0,1,1,0,0,0,0,1,9
Bubble,Films,Japan,4,39,3,46,92,1,35,3,6.3,0,0,0,0,1,1,0,0,0,0,1,1
Budapest,Films,France,2,27,1.5,71,86,2,22,3,5.4,0,0,0,0,0,0,1,0,0,0,0,3
Bumblebee,Films,Brazil,1,16,1,38,76,2,12,2,6.7,0,0,0,0,1,1,0,0,0,0,0,10
Burnt,Films,United Kingdom,2,18,0.45454545454545453,89,35,11,2,5,6.6,0,1,0,0,0,0,1,0,0,0,0,4
Business Proposal: Season 1,TV,Brazil,3,96,2.2857142857142856,38,76,14,50,32,8.1,1,1,0,0,0,0,1,1,0,0,0,3
Business Proposal: Season 1,TV,Japan,12,14,4,46,92,1,9,4,8.1,1,1,0,0,0,0,1,1,0,0,0,1
Carbon,Films,France,1,31,0.5,71,86,8,19,4,6.5,0,0,0,0,0,0,0,0,1,1,0,6
Carinha de Anjo: Season 1,TV,Brazil,35,1081,2.2413793103448274,38,76,29,987,65,7.1,1,0,0,0,0,0,0,0,0,0,0,1
Carrossel,TV,Brazil,27,251,0.5,38,76,38,194,19,6.7,0,1,0,0,0,1,1,0,0,0,0,1
Catch and Release,Films,United States,2,226,2.5172413793103448,91,46,29,124,73,5.9,0,1,0,0,0,0,1,1,0,0,0,6
Catching Killers: Season 1,TV,United Kingdom,1,4,2,89,35,1,1,2,7.1,1,0,0,1,0,0,0,0,0,1,0,10
Catching Killers: Season 2,TV,United Kingdom,2,4,2,89,35,1,1,2,7.1,1,0,0,1,0,0,0,0,0,1,0,8
Catching Killers: Season 2,TV,United States,2,18,0.5714285714285714,91,46,7,7,4,7.1,1,0,0,1,0,0,0,0,0,1,0,9
Chaos,Films,United Kingdom,1,181,0.35714285714285715,89,35,70,86,25,6.4,0,1,0,0,1,0,0,0,0,1,0,2
Chaos Walking,Films,United Kingdom,2,7,2,89,35,1,4,2,5.7,0,0,0,0,1,1,0,0,0,0,0,6
Charlie and the Chocolate Factory,Films,United States,6,21,3,91,46,2,13,6,6.7,0,0,0,0,0,1,1,0,0,0,0,6
Cheer: Season 2,TV,United Kingdom,2,45,6,89,35,4,17,24,8.1,1,0,0,0,0,0,0,0,0,0,0,3
Cheer: Season 2,TV,United States,3,664,7.525,91,46,40,323,301,8.1,1,0,0,0,0,0,0,0,0,0,0,1
Chicago Fire: Season 1,TV,United Kingdom,2,133,0.9117647058823529,89,35,34,68,31,8,1,1,0,0,1,0,0,0,0,0,0,9
Chicago Med: Season 1,TV,United Kingdom,2,24,1.6,89,35,5,11,8,7.6,1,1,0,0,0,0,0,0,0,0,0,7
Chicken Run,Films,United Kingdom,1,14,1.5,89,35,2,9,3,7.1,0,0,0,0,0,1,1,0,0,0,1,9
Chiquititas,TV,Brazil,45,188,0.6875,38,76,16,161,11,4.9,0,1,0,0,0,0,0,0,0,0,0,2
Choose or Die,Films,United Kingdom,2,10,1.3333333333333333,89,35,3,3,4,4.8,0,1,1,0,0,0,0,0,1,0,0,2
Choose or Die,Films,United States,2,18,0.6,91,46,5,10,3,4.8,0,1,1,0,0,0,0,0,1,0,0,3
Cleaner,Films,United States,3,42,4.333333333333333,91,46,3,23,13,6.1,0,0,0,0,0,0,0,0,1,0,0,2
Clickbait: Limited Series,TV,Brazil,2,73,0.5454545454545454,38,76,33,22,18,7.2,0,1,0,1,0,0,0,0,0,1,0,5
Clickbait: Limited Series,TV,France,4,10,4,71,86,1,5,4,7.2,0,1,0,1,0,0,0,0,0,1,0,2
Clickbait: Limited Series,TV,Mexico,2,26,1,30,82,8,10,8,7.2,0,1,0,1,0,0,0,0,0,1,0,8
Clickbait: Limited Series,TV,United Kingdom,6,188,0.5822784810126582,89,35,79,63,46,7.2,0,1,0,1,0,0,0,0,0,1,0,1
Clickbait: Limited Series,TV,United States,6,1149,0.41821946169772256,91,46,483,456,202,7.2,0,1,0,1,0,0,0,0,0,1,0,1
Coach Carter,Films,United States,1,20,2.3333333333333335,91,46,3,10,7,7.3,0,1,0,0,0,0,0,0,0,0,0,7
Cobra Kai: Season 1,TV,United Kingdom,1,265,4.7727272727272725,89,35,22,138,105,8.5,1,1,0,0,1,0,1,0,0,0,0,8
Cobra Kai: Season 1,TV,United States,1,1404,3.182926829268293,91,46,164,713,522,8.5,1,1,0,0,1,0,1,0,0,0,0,7
Cobra Kai: Season 2,TV,United Kingdom,1,265,4.7727272727272725,89,35,22,138,105,8.5,1,1,0,0,1,0,1,0,0,0,0,10
Cobra Kai: Season 2,TV,United States,1,1404,3.182926829268293,91,46,164,713,522,8.5,1,1,0,0,1,0,1,0,0,0,0,10
Cobra Kai: Season 3,TV,United Kingdom,1,265,4.7727272727272725,89,35,22,138,105,8.5,1,1,0,0,1,0,1,0,0,0,0,9
Cobra Kai: Season 3,TV,United States,1,1404,3.182926829268293,91,46,164,713,522,8.5,1,1,0,0,1,0,1,0,0,0,0,8
Cobra Kai: Season 4,TV,Brazil,4,241,1.6923076923076923,38,76,39,136,66,8.5,1,1,0,0,1,0,1,0,0,0,0,1
Cobra Kai: Season 4,TV,France,3,30,3,71,86,3,18,9,8.5,1,1,0,0,1,0,1,0,0,0,0,3
Cobra Kai: Season 4,TV,Mexico,4,176,2.2777777777777777,30,82,18,117,41,8.5,1,1,0,0,1,0,1,0,0,0,0,1
Cobra Kai: Season 4,TV,United Kingdom,3,265,5.0476190476190474,89,35,21,138,106,8.5,1,1,0,0,1,0,1,0,0,0,0,2
Cobra Kai: Season 4,TV,United States,4,1404,3.1707317073170733,91,46,164,712,520,8.5,1,1,0,0,1,0,1,0,0,0,0,1
CoComelon: Season 1,TV,United States,12,137,1.5909090909090908,91,46,22,80,35,4.6,1,0,0,0,0,0,0,0,0,0,1,6
CoComelon: Season 2,TV,United States,8,137,1.5909090909090908,91,46,22,80,35,4.6,1,0,0,0,0,0,0,0,0,0,1,9
CoComelon: Season 3,TV,United Kingdom,4,14,3,89,35,1,10,3,4.6,1,0,0,0,0,0,0,0,0,0,1,8
CoComelon: Season 3,TV,United States,16,137,1.5909090909090908,91,46,22,80,35,4.6,1,0,0,0,0,0,0,0,0,0,1,5
CoComelon: Season 4,TV,United States,12,137,1.6363636363636365,91,46,22,79,36,4.6,1,0,0,0,0,0,0,0,0,0,1,5
CoComelon: Season 5,TV,United States,4,137,1.5909090909090908,91,46,22,80,35,4.6,1,0,0,0,0,0,0,0,0,0,1,6
Collision,Films,United States,1,79,0.3181818181818182,91,46,22,50,7,4.2,0,1,0,0,0,0,0,0,1,1,0,10
Compadres,Films,Mexico,1,32,8,30,82,1,23,8,4.8,0,0,0,0,1,0,1,0,0,1,0,2
Constantine,Films,United Kingdom,1,18,1.5,89,35,4,8,6,7,0,0,1,0,1,0,0,0,0,0,0,9
Control Z: Season 1,TV,Mexico,2,42,0.5384615384615384,30,82,13,22,7,6.8,1,1,0,0,0,0,0,0,1,0,0,7
Control Z: Season 2,TV,Brazil,2,163,0.4888888888888889,38,76,45,96,22,6.8,1,1,0,0,0,0,0,0,1,0,0,5
Control Z: Season 2,TV,Mexico,3,42,0.5384615384615384,30,82,13,22,7,6.8,1,1,0,0,0,0,0,0,1,0,0,1
Cowboy Bebop: Season 1,TV,Brazil,1,114,2.4705882352941178,38,76,17,55,42,6.7,0,0,0,0,1,1,1,0,0,0,0,10
Cowboy Bebop: Season 1,TV,France,2,25,1,71,86,6,13,6,6.7,0,0,0,0,1,1,1,0,0,0,0,3
Cowboy Bebop: Season 1,TV,Japan,1,43,1.6,46,92,5,30,8,6.7,0,0,0,0,1,1,1,0,0,0,0,10
Cowboy Bebop: Season 1,TV,United Kingdom,1,67,3.2,89,35,10,25,32,6.7,0,0,0,0,1,1,1,0,0,0,0,4
Cowboy Bebop: Season 1,TV,United States,3,928,2.5142857142857142,91,46,140,432,352,6.7,0,0,0,0,1,1,1,0,0,0,0,2
Criminal,Films,United Kingdom,1,169,0.06015037593984962,89,35,133,28,8,6.3,0,0,0,0,1,0,0,0,1,0,0,6
Dangerous,Films,Brazil,2,11,2,38,76,1,8,2,5.1,0,0,0,0,1,0,0,0,1,0,0,1
Dark Shadows,Films,United States,1,141,1.4193548387096775,91,46,31,66,44,6.2,0,0,1,0,0,0,1,0,0,0,0,8
Dave Chappelle: The Closer,TV,United States,2,203,0.7352941176470589,91,46,68,83,50,8,0,0,0,0,0,0,1,0,0,0,0,5
Death to 2021,Films,United Kingdom,1,61,1.9333333333333333,89,35,15,17,29,6.3,0,0,0,0,0,0,1,0,0,0,0,2
Death to 2021,Films,United States,1,84,0.48717948717948717,91,46,39,26,19,6.3,0,0,0,0,0,0,1,0,0,0,0,6
Den of Thieves,Films,United States,3,8,1,91,46,2,4,2,7,0,1,0,0,1,0,0,0,0,1,0,4
Despicable Me,Films,United States,4,71,0.19444444444444445,91,46,36,28,7,7.6,1,0,0,0,0,1,1,0,0,0,1,3
Despicable Me 2,Films,United States,7,3,1,91,46,1,1,1,7.3,1,0,0,0,0,1,1,0,0,0,1,2
Diner,Films,Japan,1,203,1.5,46,92,2,198,3,5.8,0,0,0,0,0,0,0,0,0,1,0,6
Disappearance at Clifton Hill,Films,United States,1,2,1,91,46,1,0,1,5.4,0,1,0,1,0,0,0,0,1,0,0,2
Doctor Sleep,Films,United Kingdom,1,10,6,89,35,1,3,6,7.3,0,1,1,0,0,0,0,0,0,0,0,3
Don't Look Up,Films,Brazil,5,599,0.9483870967741935,38,76,155,297,147,7.2,0,1,0,0,0,0,1,0,0,0,0,1
Don't Look Up,Films,France,6,454,0.7121212121212122,71,86,132,228,94,7.2,0,1,0,0,0,0,1,0,0,0,0,1
Don't Look Up,Films,Japan,9,34,0.5,46,92,6,25,3,7.2,0,1,0,0,0,0,1,0,0,0,0,1
Don't Look Up,Films,Mexico,5,335,1.0227272727272727,30,82,88,157,90,7.2,0,1,0,0,0,0,1,0,0,0,0,1
Don't Look Up,Films,United Kingdom,6,923,1.1758241758241759,89,35,273,329,321,7.2,0,1,0,0,0,0,1,0,0,0,0,1
Don't Look Up,Films,United States,6,2704,0.9961190168175937,91,46,773,1114,770,7.2,0,1,0,0,0,0,1,0,0,0,0,1
Downfall: The Case Against Boeing,Films,United Kingdom,2,10,0.3333333333333333,89,35,6,2,2,7.4,0,0,0,0,0,0,0,0,0,0,0,4
Downfall: The Case Against Boeing,Films,United States,1,13,0.1111111111111111,91,46,9,3,1,7.4,0,0,0,0,0,0,0,0,0,0,0,9
Downton Abbey: Series 1,TV,France,1,36,1.5714285714285714,71,86,7,18,11,8.7,1,1,0,0,0,0,0,1,0,0,0,8
Downton Abbey: Series 1,TV,United Kingdom,2,185,4.238095238095238,89,35,21,75,89,8.7,1,1,0,0,0,0,0,1,0,0,0,2
Downton Abbey: Series 2,TV,France,3,36,1.7142857142857142,71,86,7,17,12,8.7,1,1,0,0,0,0,0,1,0,0,0,6
Downton Abbey: Series 2,TV,United Kingdom,3,185,4.238095238095238,89,35,21,75,89,8.7,1,1,0,0,0,0,0,1,0,0,0,2
Downton Abbey: Series 3,TV,United Kingdom,2,185,4.238095238095238,89,35,21,75,89,8.7,1,1,0,0,0,0,0,1,0,0,0,5
Downton Abbey: Series 4,TV,United Kingdom,1,185,4.238095238095238,89,35,21,75,89,8.7,1,1,0,0,0,0,0,1,0,0,0,10
Dumb and Dumber,Films,United States,1,119,0.19148936170212766,91,46,47,63,9,7.3,0,0,0,0,0,0,1,0,0,0,0,6
Dune,Films,Japan,2,175,5,46,92,1,169,5,8,0,1,0,0,1,1,0,0,0,0,0,1
Dynasty: Season 4,TV,Brazil,2,74,0.5142857142857142,38,76,35,21,18,7.3,1,1,0,0,0,0,0,0,0,0,0,8
Dynasty: Season 4,TV,France,6,18,2,71,86,3,9,6,7.3,1,1,0,0,0,0,0,0,0,0,0,1
Dynasty: Season 4,TV,Mexico,2,15,0.4,30,82,5,8,2,7.3,1,1,0,0,0,0,0,0,0,0,0,8
Dynasty: Season 4,TV,United Kingdom,3,62,1.105263157894737,89,35,19,22,21,7.3,1,1,0,0,0,0,0,0,0,0,0,5
Elite: Season 1,TV,France,2,52,0.5294117647058824,71,86,17,26,9,7.3,1,1,0,0,0,0,0,0,1,1,0,9
Elite: Season 4,TV,Brazil,2,420,0.5114503816793893,38,76,131,222,67,7.3,1,1,0,0,0,0,0,0,1,1,0,3
Elite: Season 4,TV,France,4,52,0.5294117647058824,71,86,17,26,9,7.3,1,1,0,0,0,0,0,0,1,1,0,1
Elite: Season 4,TV,Mexico,2,107,1.0588235294117647,30,82,17,72,18,7.3,1,1,0,0,0,0,0,0,1,1,0,3
Elite: Season 5,TV,Brazil,3,420,0.5114503816793893,38,76,131,222,67,7.3,1,1,0,0,0,0,0,0,1,1,0,1
Elite: Season 5,TV,France,6,52,0.5294117647058824,71,86,17,26,9,7.3,1,1,0,0,0,0,0,0,1,1,0,1
Elite: Season 5,TV,Mexico,4,107,1.0588235294117647,30,82,17,72,18,7.3,1,1,0,0,0,0,0,0,1,1,0,1
Elize Matsunaga: Once Upon a Crime: Season 1,TV,Brazil,3,5,0.5,38,76,2,2,1,5.9,0,0,0,0,0,0,0,0,0,1,0,6
Emily in Paris: Season 1,TV,United Kingdom,2,89,2,89,35,16,41,32,6.9,1,1,0,0,0,0,1,1,0,0,0,8
Emily in Paris: Season 1,TV,United States,2,333,2.1311475409836067,91,46,61,142,130,6.9,1,1,0,0,0,0,1,1,0,0,0,7
Emily in Paris: Season 2,TV,Brazil,4,182,1.2926829268292683,38,76,41,88,53,6.9,1,1,0,0,0,0,1,1,0,0,0,2
Emily in Paris: Season 2,TV,France,5,197,1.5217391304347827,71,86,23,139,35,6.9,1,1,0,0,0,0,1,1,0,0,0,2
Emily in Paris: Season 2,TV,Mexico,4,52,2.2857142857142856,30,82,7,29,16,6.9,1,1,0,0,0,0,1,1,0,0,0,3
Emily in Paris: Season 2,TV,United Kingdom,4,89,2,89,35,16,41,32,6.9,1,1,0,0,0,0,1,1,0,0,0,2
Emily in Paris: Season 2,TV,United States,4,333,2.098360655737705,91,46,61,143,128,6.9,1,1,0,0,0,0,1,1,0,0,0,2
Emma.,Films,United Kingdom,1,83,9.8,89,35,5,29,49,6.7,0,1,0,0,0,0,1,1,0,0,0,9
Enough,Films,Brazil,1,6,1,38,76,2,2,2,5.7,0,1,0,0,0,0,0,0,1,1,0,4
Enough,Films,Mexico,1,7,0.5,30,82,2,4,1,5.7,0,1,0,0,0,0,0,0,1,1,0,5
Entre Amis,Films,France,2,21,2,71,86,1,18,2,4.9,0,1,0,0,0,0,1,0,0,0,0,8
Escape Room,Films,Brazil,1,18,0.4,38,76,5,11,2,6.4,0,0,1,0,1,1,0,0,0,0,0,4
Extinct,Films,United States,2,50,0.05263157894736842,91,46,19,30,1,5.5,0,0,0,0,0,1,1,0,0,0,1,6
Falling for Figaro,Films,United Kingdom,1,6,4,89,35,1,1,4,6.4,0,0,0,0,0,0,1,1,0,0,0,5
Family Business: Season 3,TV,France,3,26,1.125,71,86,8,9,9,7.4,1,0,0,0,0,0,1,0,0,0,0,4
Father Christmas Is Back,Films,United Kingdom,1,8,5,89,35,1,2,5,4.5,0,0,0,0,0,0,1,0,0,0,0,5
Father Christmas Is Back,Films,United States,1,3,0.5,91,46,2,0,1,4.5,0,0,0,0,0,0,1,0,0,0,0,6
Fatherhood,Films,France,1,9,0.5,71,86,4,3,2,6.6,0,1,0,0,0,0,1,0,0,0,0,1
Fatherhood,Films,United Kingdom,2,81,9.4,89,35,5,29,47,6.6,0,1,0,0,0,0,1,0,0,0,0,3
Fatherhood,Films,United States,2,885,5.796875,91,46,64,450,371,6.6,0,1,0,0,0,0,1,0,0,0,0,2
First Kill,Films,Brazil,1,109,0.8709677419354839,38,76,31,51,27,5,0,0,0,0,1,0,0,0,1,0,0,8
First Kill: Season 1,TV,Brazil,2,109,0.8709677419354839,38,76,31,51,27,6.5,0,1,1,1,0,0,0,0,0,0,0,4
First Kill: Season 1,TV,United Kingdom,2,12,1,89,35,2,8,2,6.5,0,1,1,1,0,0,0,0,0,0,0,4
First Kill: Season 1,TV,United States,2,268,0.9420289855072463,91,46,69,134,65,6.5,0,1,1,1,0,0,0,0,0,0,0,3
First Sunday,Films,United States,2,61,19,91,46,1,41,19,4.5,0,1,0,0,0,0,1,0,0,1,0,9
Fistful of Vengeance,Films,United States,1,17,1.5,91,46,2,12,3,4.4,0,1,0,0,1,0,0,0,0,1,0,8
Five Feet Apart,Films,Mexico,2,2,1,30,82,1,0,1,7.2,0,1,0,0,0,0,0,1,0,0,0,4
Five Feet Apart,Films,United States,1,8,0.5,91,46,2,5,1,7.2,0,1,0,0,0,0,0,1,0,0,0,6
Fool's Gold,Films,United States,1,32,0.5833333333333334,91,46,12,13,7,5.7,0,0,0,0,1,1,1,0,0,0,0,8
For Life: Season 1,TV,Brazil,6,77,1.105263157894737,38,76,19,37,21,7.6,1,1,0,0,0,0,0,0,0,1,0,2
For Life: Season 2,TV,Brazil,3,77,1.105263157894737,38,76,19,37,21,7.6,1,1,0,0,0,0,0,0,0,1,0,3
Forrest Gump,Films,United States,2,117,2.6666666666666665,91,46,9,84,24,8.8,0,1,0,0,0,0,0,1,0,0,0,7
Four Brothers,Films,United States,2,10,0.6666666666666666,91,46,3,5,2,6.8,0,1,0,0,1,0,0,0,0,1,0,3
Fracture,Films,United Kingdom,1,29,1.5714285714285714,89,35,7,11,11,7.2,0,1,0,0,0,0,0,0,1,1,0,10
Freedom Writers,Films,United States,1,6,2,91,46,1,3,2,7.6,0,1,0,0,0,0,0,0,0,1,0,10
Friends: Season 6,TV,United Kingdom,4,3828,16.833333333333332,89,35,132,1474,2222,8.9,1,0,0,0,0,0,1,1,0,0,0,9
Friendzone,Films,Brazil,2,7,2,38,76,1,4,2,5.9,0,0,0,0,0,0,1,1,0,0,0,3
Friendzone,Films,Mexico,1,14,0.5,30,82,4,8,2,5.9,0,0,0,0,0,0,1,1,0,0,0,10
Furioza,Films,Mexico,2,3,2,30,82,1,0,2,6.3,0,1,0,0,1,0,0,0,0,1,0,2
Gangubai Kathiawadi,Films,United Kingdom,1,26,2.6666666666666665,89,35,3,15,8,7.8,0,1,0,0,0,0,0,0,0,1,0,4
Gladiator,Films,United States,2,250,2.7,91,46,20,176,54,8.5,0,1,0,0,1,1,0,0,0,0,0,6
Glamour Girls,Films,Brazil,1,3,1,38,76,1,1,1,3.6,0,1,0,0,0,0,0,0,0,0,0,3
God's Favorite Idiot: Season 1,TV,United States,2,32,2,91,46,8,8,16,5.7,1,0,0,0,0,0,1,0,0,0,0,8
Good Girls: Season 1,TV,United Kingdom,1,38,1.1666666666666667,89,35,12,12,14,7.7,1,1,0,0,0,0,1,0,0,1,0,5
Good Girls: Season 1,TV,United States,1,210,0.8412698412698413,91,46,63,94,53,7.7,1,1,0,0,0,0,1,0,0,1,0,10
Good Girls: Season 4,TV,Brazil,3,126,1.3243243243243243,38,76,37,40,49,7.7,1,1,0,0,0,0,1,0,0,1,0,3
Good Girls: Season 4,TV,France,4,11,1.3333333333333333,71,86,3,4,4,7.7,1,1,0,0,0,0,1,0,0,1,0,2
Good Girls: Season 4,TV,Mexico,3,9,1,30,82,2,5,2,7.7,1,1,0,0,0,0,1,0,0,1,0,3
Good Girls: Season 4,TV,United Kingdom,5,38,1.1666666666666667,89,35,12,12,14,7.7,1,1,0,0,0,0,1,0,0,1,0,2
Good Girls: Season 4,TV,United States,4,210,0.8412698412698413,91,46,63,93,53,7.7,1,1,0,0,0,0,1,0,0,1,0,1
Grace and Frankie: Season 7,TV,United Kingdom,1,61,3.375,89,35,8,26,27,8.2,1,0,0,0,0,0,1,0,0,0,0,6
Grace and Frankie: Season 7,TV,United States,3,162,2.740740740740741,91,46,27,61,74,8.2,1,0,0,0,0,0,1,0,0,0,0,2
Gran Torino,Films,Mexico,1,4,3,30,82,1,0,3,8.1,0,1,0,0,0,0,0,0,0,0,0,6
Greed,Films,United Kingdom,1,273,0.1417910447761194,89,35,134,120,19,5.8,0,1,0,0,0,0,1,0,0,0,0,9
Green Lantern,Films,United States,2,242,2.869565217391304,91,46,23,153,66,5.5,0,0,0,0,1,1,0,0,0,0,0,5
Grey's Anatomy: Season 17,TV,Brazil,3,1244,0.4550898203592814,38,76,501,515,228,7.6,1,1,0,0,0,0,0,1,0,0,0,2
Grey's Anatomy: Season 17,TV,Mexico,4,185,0.4528301886792453,30,82,53,108,24,7.6,1,1,0,0,0,0,0,1,0,0,0,4
Grey's Anatomy: Season 17,TV,United States,1,2383,0.7452471482889734,91,46,789,992,588,7.6,1,1,0,0,0,0,0,1,0,0,0,9
Grown Ups,Films,United Kingdom,5,18,6.5,89,35,2,3,13,5.9,1,0,0,0,0,0,1,0,0,0,0,1
Grown Ups,Films,United States,2,31,1.7142857142857142,91,46,7,12,12,5.9,1,0,0,0,0,0,1,0,0,0,0,2
Gunpowder Milkshake,Films,United States,2,200,4.761904761904762,91,46,21,79,100,6,0,0,0,0,1,0,0,0,1,1,0,1
Hairspray,Films,United Kingdom,1,85,9.8,89,35,5,31,49,6.7,0,1,0,0,0,0,1,0,0,0,0,4
Halftime,Films,Mexico,1,35,0.75,30,82,8,21,6,6.5,0,0,0,0,0,0,0,0,0,0,0,8
Halftime,Films,United Kingdom,2,82,4,89,35,7,47,28,6.5,0,0,0,0,0,0,0,0,0,0,0,5
Halftime,Films,United States,2,565,3.1607142857142856,91,46,56,332,177,6.5,0,0,0,0,0,0,0,0,0,0,0,3
Halloween,Films,France,1,749,3,71,86,57,521,171,6.5,0,0,1,0,0,0,0,0,1,1,0,5
Halloween,Films,United States,1,5000,4.275590551181103,91,46,381,2986,1629,6.5,0,0,1,0,0,0,0,0,1,1,0,10
Happy Gilmore,Films,United States,3,78,3.5555555555555554,91,46,9,37,32,7,0,0,0,0,0,0,1,0,0,0,0,7
Hard Cell: Season 1,TV,United Kingdom,1,27,3.2,89,35,5,6,16,6.4,0,0,0,0,0,0,1,0,0,0,0,9
Harriet,Films,United Kingdom,1,8,2,89,35,2,2,4,6.7,0,1,0,0,1,0,0,0,0,0,0,10
He's All That,Films,Brazil,3,12,6,38,76,1,5,6,4.4,0,0,0,0,0,0,1,1,0,0,0,2
He's All That,Films,France,3,4,3,71,86,1,0,3,4.4,0,0,0,0,0,0,1,1,0,0,0,1
He's All That,Films,United Kingdom,2,21,2,89,35,6,3,12,4.4,0,0,0,0,0,0,1,1,0,0,0,1
He's All That,Films,United States,2,122,2.1739130434782608,91,46,23,49,50,4.4,0,0,0,0,0,0,1,1,0,0,0,1
Heartland: Season 14,TV,United States,2,443,3.3333333333333335,91,46,12,390,40,8.5,1,1,0,0,0,0,0,0,0,0,0,9
Heartstopper: Season 1,TV,Brazil,1,1153,2.258241758241758,38,76,182,560,411,8.7,1,1,0,0,0,0,0,1,0,0,0,9
Heartstopper: Season 1,TV,France,1,350,4.92,71,86,25,202,123,8.7,1,1,0,0,0,0,0,1,0,0,0,10
Heartstopper: Season 1,TV,Mexico,2,617,2.760869565217391,30,82,46,444,127,8.7,1,1,0,0,0,0,0,1,0,0,0,4
Heartstopper: Season 1,TV,United Kingdom,5,891,4.40952380952381,89,35,105,323,463,8.7,1,1,0,0,0,0,0,1,0,0,0,3
Heat,Films,France,1,33,1.25,71,86,4,24,5,8.3,0,1,0,0,1,0,0,0,0,1,0,10
Heat,Films,Mexico,1,35,2.5,30,82,2,28,5,8.3,0,1,0,0,1,0,0,0,0,1,0,6
Heist: Season 1,TV,United Kingdom,2,14,2.3333333333333335,89,35,3,4,7,6.8,1,0,0,1,0,0,0,0,0,1,0,5
Heist: Season 1,TV,United States,2,60,0.7777777777777778,91,46,18,28,14,6.8,1,0,0,1,0,0,0,0,0,1,0,5
Hellbound: Season 1,TV,Brazil,2,39,0.42105263157894735,38,76,19,12,8,6.6,1,1,0,0,0,0,0,0,0,1,0,2
Hellbound: Season 1,TV,France,3,10,0.5,71,86,4,4,2,6.6,1,1,0,0,0,0,0,0,0,1,0,1
Hellbound: Season 1,TV,Mexico,2,7,2,30,82,1,4,2,6.6,1,1,0,0,0,0,0,0,0,1,0,3
Hellbound: Season 1,TV,United Kingdom,1,44,1.1538461538461537,89,35,13,16,15,6.6,1,1,0,0,0,0,0,0,0,1,0,5
Hellbound: Season 1,TV,United States,2,163,0.5,91,46,56,79,28,6.6,1,1,0,0,0,0,0,0,0,1,0,6
Here Comes the Boom,Films,United States,1,33,4.333333333333333,91,46,3,17,13,6.4,0,0,0,0,1,0,1,0,0,0,0,5
Hero,Films,Japan,1,182,5,46,92,1,176,5,7.9,0,1,0,0,1,1,0,0,0,0,0,4
Home,Films,United States,5,5000,6.145631067961165,91,46,206,3507,1266,6.6,0,0,0,0,0,1,1,0,0,0,1,7
Home Team,Films,United States,3,666,4.372093023255814,91,46,43,435,188,6,0,0,0,0,0,0,1,0,0,0,0,1
Hometown Cha-Cha-Cha: Season 1,TV,Brazil,3,153,1.121212121212121,38,76,33,83,37,8.4,1,0,0,0,0,0,1,1,0,0,0,8
Hometown Cha-Cha-Cha: Season 1,TV,Japan,13,15,3,46,92,1,11,3,8.4,1,0,0,0,0,0,1,1,0,0,0,1
Hometown Cha-Cha-Cha: Season 1,TV,Mexico,4,9,5,30,82,1,3,5,8.4,1,0,0,0,0,0,1,1,0,0,0,6
Hop,Films,United Kingdom,1,20,2.6666666666666665,89,35,3,9,8,5.4,0,0,0,0,0,1,1,0,0,0,1,7
Hop,Films,United States,1,76,4,91,46,3,61,12,5.4,0,0,0,0,0,1,1,0,0,0,1,8
